level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
1217,11401,NDIR-SERT,16/2/2022,8,5.1,0,VAR,Light Drizzle,73,73,100,1,0,29.67,0,22.78,22.78
1218,11411,NDIR-SERT,16/2/2022,9,4.46,0,VAR,Light Rain,73,73,100,1,0,29.7,0,22.78,22.78
1219,11419,NDIR-SERT,16/2/2022,10,6.99,0,VAR,Rain,73,73,100,1,0,29.73,0,22.78,22.78
1220,11430,NDIR-SERT,16/2/2022,11,7.09,0,NW,Light Drizzle,73,73,100,2,0,29.7,0,22.78,22.78
1221,11437,NDIR-SERT,16/2/2022,12,4.43,0,VAR,Light Rain,73,73,100,1,0,29.7,0,22.78,22.78
1222,11445,NDIR-SERT,16/2/2022,13,2.26,0.06,VAR,Light Rain,75,75,100,1,0,29.64,0,23.89,23.89
1223,11456,NDIR-SERT,16/2/2022,14,1.35,1.06,VAR,Mostly Cloudy,77,75,94,1,0,29.61,0,25,23.89
1224,11461,NDIR-SERT,16/2/2022,15,1.96,0.3,VAR,Fair,77,73,89,1,0,29.58,0,25,22.78
1225,11475,NDIR-SERT,16/2/2022,16,2.42,0.09,VAR,Fair,77,75,94,2,0,29.58,0,25,23.89
1226,11484,NDIR-SERT,16/2/2022,17,2.22,0.32,VAR,Fair,77,75,94,2,0,29.58,0,25,23.89
1227,11488,NDIR-SERT,16/2/2022,18,6.62,0,VAR,Fair,75,75,100,1,0,29.58,0,23.89,23.89
1228,11497,NDIR-SERT,16/2/2022,19,8.71,0,CALM,Light Rain,75,75,100,0,0,29.61,0,23.89,23.89
1229,11509,NDIR-SERT,16/2/2022,20,8.1,0,ENE,Fair,75,75,100,1,0,29.61,0,23.89,23.89
1238,11596,NDIR-SERT,17/2/2022,6,6.1,0,N,Cloudy,73,73,100,1,0,29.58,0,22.78,22.78
1239,11607,NDIR-SERT,17/2/2022,7,5.49,0,CALM,Fog,73,73,100,0,0,29.61,0,22.78,22.78
1240,11619,NDIR-SERT,17/2/2022,8,5.28,0,VAR,Fair,73,73,100,1,0,29.61,0,22.78,22.78
1241,11628,NDIR-SERT,17/2/2022,9,7.47,0,VAR,Fair,77,75,94,2,0,29.64,0,25,23.89
1242,11634,NDIR-SERT,17/2/2022,10,14.6,0,VAR,Fair,79,77,94,1,0,29.67,0,26.11,25
1243,11645,NDIR-SERT,17/2/2022,11,15.13,0,S,Fair,82,75,79,3,0,29.67,0,27.78,23.89
1244,11652,NDIR-SERT,17/2/2022,12,12.24,0,S,Fair,84,73,70,3,0,29.64,0,28.89,22.78
1245,11661,NDIR-SERT,17/2/2022,13,13.57,0,SSW,Fair,84,75,74,6,0,29.61,0,28.89,23.89
1246,11670,NDIR-SERT,17/2/2022,14,20.33,0,VAR,Partly Cloudy,86,75,70,3,0,29.58,0,30,23.89
1247,11679,NDIR-SERT,17/2/2022,15,28.26,0,SSW,Fair,84,73,70,3,0,29.55,0,28.89,22.78
1248,11690,NDIR-SERT,17/2/2022,16,24.79,0,VAR,Partly Cloudy,86,73,66,2,0,29.55,0,30,22.78
1249,11695,NDIR-SERT,17/2/2022,17,26.55,0,VAR,Fair,81,79,94,1,0,29.55,0,27.22,26.11
1250,11705,NDIR-SERT,17/2/2022,18,16.76,0,VAR,Fair,81,79,94,1,0,29.55,0,27.22,26.11
1251,11717,NDIR-SERT,17/2/2022,19,11.78,0,CALM,Fair,79,79,100,0,0,29.58,0,26.11,26.11
1252,11725,NDIR-SERT,17/2/2022,20,12.81,0,SSE,Fair,79,79,100,6,0,29.58,0,26.11,26.11
1261,11813,NDIR-SERT,18/2/2022,6,6.09,0,CALM,Partly Cloudy,73,73,100,0,0,29.61,0,22.78,22.78
1262,11825,NDIR-SERT,18/2/2022,7,6.1,0,CALM,Mostly Cloudy,75,75,100,0,0,29.64,0,23.89,23.89
1263,11830,NDIR-SERT,18/2/2022,8,6.14,0,CALM,Mostly Cloudy,75,75,100,0,0,29.67,0,23.89,23.89
1264,11840,NDIR-SERT,18/2/2022,9,13.86,0,CALM,Mostly Cloudy,77,75,94,0,0,29.7,0,25,23.89
1265,11849,NDIR-SERT,18/2/2022,10,25.51,0,SSE,Mostly Cloudy,79,77,94,3,0,29.7,0,26.11,25
1266,11858,NDIR-SERT,18/2/2022,11,24.9,0,S,Mostly Cloudy,82,77,84,6,0,29.67,0,27.78,25
1267,11870,NDIR-SERT,18/2/2022,12,20.56,0,S,Fair,84,75,74,8,0,29.67,0,28.89,23.89
1268,11875,NDIR-SERT,18/2/2022,13,16.16,0.03,SSW,Fair,86,77,74,6,0,29.64,0,30,25
1269,11885,NDIR-SERT,18/2/2022,14,24.79,0.07,SSW,Fair,88,75,66,7,0,29.58,0,31.11,23.89
1270,11896,NDIR-SERT,18/2/2022,15,26.62,0,SSW,Fair,88,75,66,7,0,29.55,0,31.11,23.89
1271,11904,NDIR-SERT,18/2/2022,16,29.74,0,SW,Fair,88,75,66,7,0,29.55,0,31.11,23.89
1272,11916,NDIR-SERT,18/2/2022,17,28.87,0,SW,Fair,86,77,74,7,0,29.55,0,30,25
1273,11920,NDIR-SERT,18/2/2022,18,23.93,0,SW,Fair,82,77,84,7,0,29.55,0,27.78,25
1274,11930,NDIR-SERT,18/2/2022,19,13.07,0,SSW,Fair,81,75,84,5,0,29.58,0,27.22,23.89
1275,11943,NDIR-SERT,18/2/2022,20,9.82,0,SSW,Fair,79,75,89,3,0,29.61,0,26.11,23.89
1284,12032,NDIR-SERT,19/2/2022,6,6.04,0,SSE,Partly Cloudy,77,77,100,3,0,29.64,0,25,25
1285,12040,NDIR-SERT,19/2/2022,7,5.64,0,VAR,Mostly Cloudy,77,77,100,1,0,29.64,0,25,25
1286,12047,NDIR-SERT,19/2/2022,8,5.3,0,SSE,Mostly Cloudy,79,77,94,5,0,29.67,0,26.11,25
1287,12058,NDIR-SERT,19/2/2022,9,2.34,0.22,SSE,Mostly Cloudy,81,77,89,6,0,29.7,0,27.22,25
1288,12066,NDIR-SERT,19/2/2022,10,0.64,2.07,SSE,Mostly Cloudy,82,77,84,8,0,29.73,0,27.78,25
1289,12074,NDIR-SERT,19/2/2022,11,0.36,8.02,SSE,Partly Cloudy,86,77,74,6,0,29.7,0,30,25
1290,12086,NDIR-SERT,19/2/2022,12,0.05,11.66,SSE,Partly Cloudy,88,75,66,8,0,29.67,0,31.11,23.89
1291,12092,NDIR-SERT,19/2/2022,13,0.66,10.43,S,Mostly Cloudy,88,75,66,6,0,29.61,0,31.11,23.89
1292,12102,NDIR-SERT,19/2/2022,14,0.72,9.25,SE,Mostly Cloudy,90,73,59,8,0,29.58,0,32.22,22.78
1293,12111,NDIR-SERT,19/2/2022,15,5.66,1.91,SSW,Mostly Cloudy,90,73,59,8,0,29.55,0,32.22,22.78
1294,12121,NDIR-SERT,19/2/2022,16,10.62,0.02,SSE,Mostly Cloudy,88,75,66,10,0,29.55,0,31.11,23.89
1295,12128,NDIR-SERT,19/2/2022,17,2.62,0.94,S,Partly Cloudy,88,75,66,7,0,29.52,0,31.11,23.89
1296,12141,NDIR-SERT,19/2/2022,18,7.8,0.02,SSE,Partly Cloudy,86,75,70,5,0,29.52,0,30,23.89
1297,12145,NDIR-SERT,19/2/2022,19,10.42,0,SSW,Partly Cloudy,84,79,84,7,0,29.58,0,28.89,26.11
1298,12156,NDIR-SERT,19/2/2022,20,9.54,0,W,T-Storm,77,77,100,12,0,29.58,0,25,25
1307,12248,NDIR-SERT,20/2/2022,6,6.25,0,SE,Cloudy,77,77,100,5,0,29.58,0,25,25
1308,12254,NDIR-SERT,20/2/2022,7,5.66,0,SSE,Cloudy,77,77,100,3,0,29.58,0,25,25
1309,12262,NDIR-SERT,20/2/2022,8,5.16,0,SSE,Cloudy,77,77,100,5,0,29.61,0,25,25
1310,12273,NDIR-SERT,20/2/2022,9,2.32,0.38,SSE,Partly Cloudy,81,79,94,9,0,29.61,0,27.22,26.11
1311,12282,NDIR-SERT,20/2/2022,10,0.9,2.86,S,Mostly Cloudy,81,77,89,12,0,29.64,0,27.22,25
1312,12300,NDIR-SERT,21/2/2022,7,6.01,0,E,Fair,70,66,88,3,0,29.7,0,21.11,18.89
1313,12308,NDIR-SERT,21/2/2022,8,4.98,0,VAR,Fair,73,66,78,2,0,29.73,0,22.78,18.89
1314,12317,NDIR-SERT,21/2/2022,9,3.48,0.29,E,Fair,75,66,73,5,0,29.75,0,23.89,18.89
1315,12326,NDIR-SERT,21/2/2022,10,16.05,0,VAR,Mostly Cloudy,77,68,74,2,0,29.75,0,25,20
1316,12337,NDIR-SERT,21/2/2022,11,23.53,0,SSE,Mostly Cloudy,79,70,74,5,0,29.75,0,26.11,21.11
1317,12344,NDIR-SERT,21/2/2022,12,14.5,0.01,SSW,Mostly Cloudy,81,70,70,6,0,29.75,0,27.22,21.11
1318,12356,NDIR-SERT,21/2/2022,13,13.97,0.01,S,Mostly Cloudy,84,70,62,7,0,29.7,0,28.89,21.11
1319,12362,NDIR-SERT,21/2/2022,14,13.59,0,SSW,Partly Cloudy,84,72,66,8,0,29.67,0,28.89,22.22
1320,12373,NDIR-SERT,21/2/2022,15,16.22,0,SSW,Partly Cloudy,86,70,58,9,0,29.67,0,30,21.11
1321,12379,NDIR-SERT,21/2/2022,16,22.12,0,S,Fair,84,68,58,7,0,29.64,0,28.89,20
1322,12392,NDIR-SERT,21/2/2022,17,27.55,0,S,Fair,84,68,58,6,0,29.64,0,28.89,20
1323,12400,NDIR-SERT,21/2/2022,18,12.89,0,S,Fair,81,68,65,5,0,29.64,0,27.22,20
1324,12408,NDIR-SERT,21/2/2022,19,10.12,0,SSW,Fair,79,72,78,3,0,29.67,0,26.11,22.22
1325,12415,NDIR-SERT,21/2/2022,20,9.04,0,SSW,Fair,77,72,83,3,0,29.7,0,25,22.22
1334,12505,NDIR-SERT,22/2/2022,6,5.6,0,VAR,Partly Cloudy,70,66,88,2,0,29.78,0,21.11,18.89
1335,12514,NDIR-SERT,22/2/2022,7,4.62,0,WNW,Partly Cloudy,70,68,94,3,0,29.81,0,21.11,20
1336,12526,NDIR-SERT,22/2/2022,8,4.92,0,NW,Partly Cloudy,72,66,83,3,0,29.84,0,22.22,18.89
1337,12532,NDIR-SERT,22/2/2022,9,6.58,0,VAR,Fair,75,63,65,2,0,29.84,0,23.89,17.22
1338,12543,NDIR-SERT,22/2/2022,10,19.87,0,VAR,Fair,77,63,61,3,0,29.84,0,25,17.22
1339,12553,NDIR-SERT,22/2/2022,11,18.29,0,SSE,Fair,79,63,57,5,0,29.81,0,26.11,17.22
1340,12559,NDIR-SERT,22/2/2022,12,19.04,0,S,Fair,81,63,54,5,0,29.81,0,27.22,17.22
1341,12569,NDIR-SERT,22/2/2022,13,19.23,0,SSW,Fair,82,64,54,6,0,29.75,0,27.78,17.78
1342,12579,NDIR-SERT,22/2/2022,14,16.5,0,W,Fair,82,64,54,3,0,29.75,0,27.78,17.78
1343,12587,NDIR-SERT,22/2/2022,15,15.2,0,SW,Fair,82,64,54,6,0,29.73,0,27.78,17.78
1344,12599,NDIR-SERT,22/2/2022,16,20.31,0,WSW,Fair,84,64,51,5,0,29.73,0,28.89,17.78
1345,12604,NDIR-SERT,22/2/2022,17,20.84,0,S,Fair,84,64,51,3,0,29.73,0,28.89,17.78
1346,12614,NDIR-SERT,22/2/2022,18,13.46,0,S,Fair,82,64,54,3,0,29.73,0,27.78,17.78
1347,12624,NDIR-SERT,22/2/2022,19,10.33,0,N,Fair,79,68,69,1,0,29.73,0,26.11,20
1348,12633,NDIR-SERT,22/2/2022,20,9.17,0,SW,Fair,79,68,69,3,0,29.75,0,26.11,20
1356,12713,NDIR-SERT,23/2/2022,6,5,0,VAR,Fair,68,64,88,2,0,29.81,0,20,17.78
1357,12721,NDIR-SERT,23/2/2022,7,4.4,0,VAR,Fair,68,64,88,1,0,29.84,0,20,17.78
1358,12730,NDIR-SERT,23/2/2022,8,3.98,0,NE,Fair,73,64,73,3,0,29.84,0,22.78,17.78
1359,12741,NDIR-SERT,23/2/2022,9,2.62,0.27,VAR,Fair,77,64,65,3,0,29.87,0,25,17.78
1360,12749,NDIR-SERT,23/2/2022,10,14.35,0,VAR,Fair,81,63,54,5,0,29.9,0,27.22,17.22
1361,12759,NDIR-SERT,23/2/2022,11,7.38,0.02,SE,Fair,82,63,51,5,0,29.87,0,27.78,17.22
1362,12770,NDIR-SERT,23/2/2022,12,7.94,0.03,VAR,Fair,84,63,48,1,0,29.84,0,28.89,17.22
1363,12776,NDIR-SERT,23/2/2022,13,7.42,0.01,WNW,Fair,84,64,51,3,0,29.81,0,28.89,17.78
1364,12785,NDIR-SERT,23/2/2022,14,15.29,0,VAR,Fair,86,63,45,5,0,29.78,0,30,17.22
1365,12795,NDIR-SERT,23/2/2022,15,16.58,0,SW,Fair,86,63,45,6,0,29.75,0,30,17.22
1366,12805,NDIR-SERT,23/2/2022,16,21.93,0,WSW,Fair,86,64,48,5,0,29.73,0,30,17.78
1367,12811,NDIR-SERT,23/2/2022,17,26.42,0,SW,Fair,86,64,48,5,0,29.73,0,30,17.78
1368,12822,NDIR-SERT,23/2/2022,18,18.54,0,SW,Fair,84,64,51,3,0,29.73,0,28.89,17.78
1369,12830,NDIR-SERT,23/2/2022,19,15.23,0,CALM,Fair,77,68,74,0,0,29.75,0,25,20
1370,12839,NDIR-SERT,23/2/2022,20,10.41,0,CALM,Fair,75,70,83,0,0,29.78,0,23.89,21.11
1371,12848,NDIR-SERT,23/2/2022,21,7.5,0,CALM,Fair,73,68,83,0,0,29.81,0,22.78,20
1372,12858,NDIR-SERT,23/2/2022,22,6.72,0,CALM,Fair,72,70,94,0,0,29.81,0,22.22,21.11
1373,12866,NDIR-SERT,23/2/2022,23,6.79,0,E,Fair,73,72,94,2,0,29.84,0,22.78,22.22
1379,12929,NDIR-SERT,24/2/2022,6,5.16,0,VAR,Fair,68,63,83,2,0,29.84,0,20,17.22
1380,12939,NDIR-SERT,24/2/2022,7,4.62,0,VAR,Fair,66,63,88,2,0,29.87,0,18.89,17.22
1381,12949,NDIR-SERT,24/2/2022,8,4.47,0,VAR,Fair,72,63,73,1,0,29.87,0,22.22,17.22
1382,12955,NDIR-SERT,24/2/2022,9,3.16,0.09,NE,Fair,77,61,57,5,0,29.9,0,25,16.11
1383,12967,NDIR-SERT,24/2/2022,10,14.11,0,NE,Fair,81,59,48,5,0,29.93,0,27.22,15
1384,12974,NDIR-SERT,24/2/2022,11,9.52,0,NNW,Fair,82,61,48,5,0,29.9,0,27.78,16.11
1385,12982,NDIR-SERT,24/2/2022,12,8.27,0,VAR,Fair,82,59,45,2,0,29.9,0,27.78,15
1386,12993,NDIR-SERT,24/2/2022,13,9.73,0,NW,Fair,84,61,45,5,0,29.84,0,28.89,16.11
1387,13002,NDIR-SERT,24/2/2022,14,10,0.01,NW,Fair,84,61,45,5,0,29.81,0,28.89,16.11
1388,13011,NDIR-SERT,24/2/2022,15,15.48,0,W,Fair,86,64,48,7,0,29.78,0,30,17.78
1389,13018,NDIR-SERT,24/2/2022,16,22.25,0,WSW,Fair,86,64,48,7,0,29.78,0,30,17.78
1390,13027,NDIR-SERT,24/2/2022,17,25.38,0,W,Fair,86,64,48,6,0,29.75,0,30,17.78
1391,13038,NDIR-SERT,24/2/2022,18,17.23,0,W,Fair,82,64,54,5,0,29.78,0,27.78,17.78
1392,13046,NDIR-SERT,24/2/2022,19,10.2,0,WSW,Fair,81,66,61,3,0,29.78,0,27.22,18.89
1393,13054,NDIR-SERT,24/2/2022,20,9.84,0,NW,Fair,77,70,78,2,0,29.81,0,25,21.11
1402,13149,NDIR-SERT,25/2/2022,6,5.4,0,VAR,Fair,66,63,88,1,0,29.84,0,18.89,17.22
1403,13156,NDIR-SERT,25/2/2022,7,4.7,0,VAR,Fair,66,63,88,1,0,29.87,0,18.89,17.22
1404,13165,NDIR-SERT,25/2/2022,8,6.36,0,NE,Fair,73,59,61,3,0,29.9,0,22.78,15
1405,13175,NDIR-SERT,25/2/2022,9,12.86,0,ENE,Fair,77,59,54,3,0,29.93,0,25,15
1406,13183,NDIR-SERT,25/2/2022,10,27.18,0,NE,Fair,81,57,45,5,0,29.93,0,27.22,13.89
1407,13190,NDIR-SERT,25/2/2022,11,27.4,0,NW,Fair,82,57,42,3,0,29.93,0,27.78,13.89
1408,13199,NDIR-SERT,25/2/2022,12,21.28,0,SSE,Fair,84,57,40,3,0,29.87,0,28.89,13.89
1409,13208,NDIR-SERT,25/2/2022,13,20.68,0,W,Fair,86,57,37,3,0,29.84,0,30,13.89
1410,13217,NDIR-SERT,25/2/2022,14,22.29,0,N,Fair,88,57,35,5,0,29.78,0,31.11,13.89
1411,13226,NDIR-SERT,25/2/2022,15,21.69,0,VAR,Fair,90,57,33,2,0,29.75,0,32.22,13.89
1412,13237,NDIR-SERT,25/2/2022,16,23.41,0,W,Fair,88,61,40,9,0,29.75,0,31.11,16.11
1413,13244,NDIR-SERT,25/2/2022,17,21.88,0,W,Fair,86,61,43,8,0,29.75,0,30,16.11
1414,13256,NDIR-SERT,25/2/2022,18,16.92,0,W,Fair,82,64,54,6,0,29.75,0,27.78,17.78
1415,13261,NDIR-SERT,25/2/2022,19,13.39,0,W,Fair,79,66,65,2,0,29.75,0,26.11,18.89
1416,13270,NDIR-SERT,25/2/2022,20,10.03,0,NW,Fair,77,68,74,1,0,29.78,0,25,20
1417,13283,NDIR-SERT,25/2/2022,21,8.38,0,N,Fair,75,70,83,2,0,29.81,0,23.89,21.11
1418,13290,NDIR-SERT,25/2/2022,22,8.01,0,VAR,Fair,75,70,83,2,0,29.81,0,23.89,21.11
1419,13297,NDIR-SERT,25/2/2022,23,7.04,0,E,Fair,72,70,94,2,0,29.84,0,22.22,21.11
1420,13317,NDIR-SERT,26/2/2022,1,6.85,0,VAR,Fair,70,63,78,1,0,29.81,0,21.11,17.22
1421,13327,NDIR-SERT,26/2/2022,2,6.78,0,E,Fair,68,63,83,1,0,29.78,0,20,17.22
1422,13334,NDIR-SERT,26/2/2022,3,6.86,0,VAR,Fair,66,63,88,1,0,29.78,0,18.89,17.22
1425,13361,NDIR-SERT,26/2/2022,6,6.82,0,VAR,Fair,64,63,94,1,0,29.81,0,17.78,17.22
1426,13369,NDIR-SERT,26/2/2022,7,5.82,0,E,Fair,64,64,100,2,0,29.84,0,17.78,17.78
1428,13388,NDIR-SERT,26/2/2022,9,1.04,1.07,VAR,Fair,75,64,69,1,0,29.9,0,23.89,17.78
1429,13397,NDIR-SERT,26/2/2022,10,0.07,4.94,W,Fair,81,59,48,5,0,29.93,0,27.22,15
1430,13408,NDIR-SERT,26/2/2022,11,0,10.15,VAR,Fair,84,57,40,3,0,29.9,0,28.89,13.89
1431,13414,NDIR-SERT,26/2/2022,12,0,11.66,NNE,Fair,86,57,37,3,0,29.87,0,30,13.89
1432,13425,NDIR-SERT,26/2/2022,13,0,12.58,NW,Fair,88,55,33,3,0,29.81,0,31.11,12.78
1433,13432,NDIR-SERT,26/2/2022,14,0,11.52,VAR,Fair,90,55,31,2,0,29.78,0,32.22,12.78
1434,13441,NDIR-SERT,26/2/2022,15,0,9.68,W,Fair,88,61,40,8,0,29.75,0,31.11,16.11
1435,13450,NDIR-SERT,26/2/2022,16,1.06,2.52,WNW,Fair,88,59,38,7,0,29.73,0,31.11,15
1436,13460,NDIR-SERT,26/2/2022,17,2.36,0.31,W,Fair,86,63,45,7,0,29.73,0,30,17.22
1437,13470,NDIR-SERT,26/2/2022,18,6.78,0,W,Fair,84,63,48,5,0,29.73,0,28.89,17.22
1438,13477,NDIR-SERT,26/2/2022,19,9.84,0,VAR,Fair,79,66,65,1,0,29.75,0,26.11,18.89
1439,13487,NDIR-SERT,26/2/2022,20,10.18,0,CALM,Fair,73,66,78,0,0,29.78,0,22.78,18.89
1449,13598,NDIR-SERT,28/2/2022,6,5.87,0,CALM,Fair,72,66,83,0,0,29.75,0,22.22,18.89
1450,13606,NDIR-SERT,28/2/2022,7,5.6,0,CALM,Fair,72,68,88,0,0,29.75,0,22.22,20
1451,13616,NDIR-SERT,28/2/2022,8,4.1,0.01,CALM,Fair,75,70,83,0,0,29.78,0,23.89,21.11
1452,13622,NDIR-SERT,28/2/2022,9,10.21,0,VAR,Fair,79,68,69,2,0,29.81,0,26.11,20
1453,13632,NDIR-SERT,28/2/2022,10,16.72,0,VAR,Fair,86,64,48,2,0,29.81,0,30,17.78
1454,13640,NDIR-SERT,28/2/2022,11,13.56,0.03,VAR,Fair,88,61,40,2,0,29.81,0,31.11,16.11
1455,13648,NDIR-SERT,28/2/2022,12,12.78,0,WSW,Fair,90,61,38,3,0,29.78,0,32.22,16.11
1456,13658,NDIR-SERT,28/2/2022,13,18.72,0,WNW,Fair,91,59,34,5,0,29.73,0,32.78,15
1457,13666,NDIR-SERT,28/2/2022,15,32.29,0,W,Fair,91,59,34,6,0,29.67,0,32.78,15
1458,13677,NDIR-SERT,28/2/2022,16,40.99,0,WSW,Fair,93,57,30,5,0,29.64,0,33.89,13.89
1459,13685,NDIR-SERT,28/2/2022,17,36.96,0,VAR,Fair,93,54,26,1,0,29.64,0,33.89,12.22
1460,13696,NDIR-SERT,28/2/2022,18,23.92,0,CALM,Fair,90,57,33,0,0,29.64,0,32.22,13.89
1467,13769,NDIR-SERT,1/3/2022,6,6.52,0,CALM,Fair,72,68,88,0,0,29.7,0,22.22,20
1468,13778,NDIR-SERT,1/3/2022,7,6.26,0,CALM,Fair,72,68,88,0,0,29.73,0,22.22,20
1469,13786,NDIR-SERT,1/3/2022,8,4.91,0.01,E,Fair,75,70,83,2,0,29.75,0,23.89,21.11
1470,13795,NDIR-SERT,1/3/2022,9,10.27,0.06,VAR,Fair,81,66,61,2,0,29.78,0,27.22,18.89
1471,13803,NDIR-SERT,1/3/2022,10,25.14,0,VAR,Fair,84,64,51,2,0,29.78,0,28.89,17.78
1472,13812,NDIR-SERT,1/3/2022,12,4.1,0,VAR,Fair,91,64,41,3,0,29.75,0,32.78,17.78
1473,13821,NDIR-SERT,1/3/2022,13,28.37,0,W,Fair,93,64,38,3,0,29.7,0,33.89,17.78
1474,13832,NDIR-SERT,1/3/2022,14,33.11,0,W,Fair,95,63,34,3,0,29.67,0,35,17.22
1475,13841,NDIR-SERT,1/3/2022,15,30.98,0,W,Fair,95,59,30,6,0,29.64,0,35,15
1476,13851,NDIR-SERT,1/3/2022,16,36.05,0,WSW,Fair,95,59,30,5,0,29.61,0,35,15
1477,13856,NDIR-SERT,1/3/2022,17,36.83,0,SW,Fair,95,55,26,3,0,29.61,0,35,12.78
1478,13866,NDIR-SERT,1/3/2022,18,23.03,0,NW,Fair,93,64,38,2,0,29.64,0,33.89,17.78
1479,13876,NDIR-SERT,1/3/2022,19,12.47,0,NW,Fair,86,68,55,2,0,29.64,0,30,20
1480,13885,NDIR-SERT,1/3/2022,20,10.85,0,CALM,Fair,84,70,62,0,0,29.67,0,28.89,21.11
1489,13976,NDIR-SERT,2/3/2022,6,7.28,0,ENE,Fair,73,70,88,2,0,29.7,0,22.78,21.11
1490,13985,NDIR-SERT,2/3/2022,7,6.75,0,NNW,Fair,73,70,88,1,0,29.73,0,22.78,21.11
1491,13992,NDIR-SERT,2/3/2022,8,5.38,0,VAR,Fair,77,72,83,2,0,29.75,0,25,22.22
1492,14002,NDIR-SERT,2/3/2022,9,20.45,0,SE,Fair,82,70,66,6,0,29.78,0,27.78,21.11
1493,14009,NDIR-SERT,2/3/2022,10,28.62,0,SSE,Fair,84,72,66,6,0,29.78,0,28.89,22.22
1494,14020,NDIR-SERT,2/3/2022,12,22.59,0,S,Haze,90,73,59,8,0,29.73,0,32.22,22.78
1495,14030,NDIR-SERT,2/3/2022,13,25.94,0,S,Fair,91,73,55,8,0,29.7,0,32.78,22.78
1496,14037,NDIR-SERT,2/3/2022,14,34.92,0,SSE,Fair,93,70,46,7,0,29.67,0,33.89,21.11
1497,14046,NDIR-SERT,2/3/2022,15,31.27,0,SW,Fair,93,72,49,6,0,29.64,0,33.89,22.22
1498,14055,NDIR-SERT,2/3/2022,16,30.81,0,S,Fair,93,70,46,5,0,29.61,0,33.89,21.11
1499,14064,NDIR-SERT,2/3/2022,17,34.09,0,VAR,Fair,95,66,39,2,0,29.61,0,35,18.89
1500,14074,NDIR-SERT,2/3/2022,18,24.04,0,E,Fair,91,68,46,2,0,29.61,0,32.78,20
1501,14080,NDIR-SERT,2/3/2022,19,13.87,0,NNW,Fair,86,72,62,1,0,29.61,0,30,22.22
1502,14089,NDIR-SERT,2/3/2022,20,10.6,0,CALM,Fair,84,72,66,0,0,29.64,0,28.89,22.22
1511,14180,NDIR-SERT,3/3/2022,6,7.34,0,E,Fair,75,72,89,2,0,29.7,0,23.89,22.22
1512,14188,NDIR-SERT,3/3/2022,7,7.17,0,E,Fair,75,72,89,3,0,29.73,0,23.89,22.22
1513,14200,NDIR-SERT,3/3/2022,8,5.47,0,ESE,Fair,79,73,83,3,0,29.75,0,26.11,22.78
1514,14207,NDIR-SERT,3/3/2022,9,17.13,0.02,SE,Fair,82,73,74,6,0,29.75,0,27.78,22.78
1515,14215,NDIR-SERT,3/3/2022,10,30.25,0,SE,Fair,84,73,70,10,0,29.78,0,28.89,22.78
1516,14224,NDIR-SERT,3/3/2022,11,20.96,0,SSE,Fair,88,73,62,7,0,29.75,0,31.11,22.78
1517,14238,NDIR-SERT,3/3/2022,12,26.81,0,SSE,Fair,90,72,55,6,0,29.73,0,32.22,22.22
1518,14246,NDIR-SERT,3/3/2022,13,29.46,0,S,Fair,93,70,46,5,0,29.7,0,33.89,21.11
1519,14254,NDIR-SERT,3/3/2022,14,37.87,0,S,Fair,93,68,44,6,0,29.67,0,33.89,20
1520,14260,NDIR-SERT,3/3/2022,15,45.05,0,S,Fair,95,70,44,5,0,29.64,0,35,21.11
1521,14269,NDIR-SERT,3/3/2022,16,36.46,0,WSW,Fair,95,68,41,5,0,29.61,0,35,20
1522,14278,NDIR-SERT,3/3/2022,17,39.66,0,VAR,Fair,95,66,39,1,0,29.58,0,35,18.89
1523,14292,NDIR-SERT,3/3/2022,18,32.55,0,VAR,Fair,93,68,44,1,0,29.61,0,33.89,20
1524,14299,NDIR-SERT,3/3/2022,19,22.85,0,ENE,Fair,86,72,62,1,0,29.61,0,30,22.22
1525,14309,NDIR-SERT,3/3/2022,20,12.4,0,E,Fair,84,73,70,2,0,29.64,0,28.89,22.78
1534,14400,NDIR-SERT,4/3/2022,6,6.73,0,SE,Fair,75,73,94,3,0,29.67,0,23.89,22.78
1535,14408,NDIR-SERT,4/3/2022,7,6.26,0,SE,Fair,77,73,89,5,0,29.7,0,25,22.78
1536,14416,NDIR-SERT,4/3/2022,8,5.25,0,SE,Fair,81,75,84,5,0,29.73,0,27.22,23.89
1537,14423,NDIR-SERT,4/3/2022,9,20.07,0.01,SSE,Fair,84,75,74,9,0,29.73,0,28.89,23.89
1538,14432,NDIR-SERT,4/3/2022,10,32.04,0,SE,Fair,88,75,66,7,0,29.73,0,31.11,23.89
1539,14443,NDIR-SERT,4/3/2022,11,25.32,0,S,Fair,90,75,62,7,0,29.73,0,32.22,23.89
1540,14451,NDIR-SERT,4/3/2022,12,23.65,0,SSE,Fair,91,77,63,6,0,29.7,0,32.78,25
1541,14462,NDIR-SERT,4/3/2022,13,26.88,0,SSW,Fair,93,75,56,6,0,29.64,0,33.89,23.89
1542,14470,NDIR-SERT,4/3/2022,14,35.77,0,WSW,Fair,95,72,47,8,0,29.61,0,35,22.22
1543,14479,NDIR-SERT,4/3/2022,15,34.94,0,SSW,Fair,95,70,44,5,0,29.58,0,35,21.11
