level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
1890,17746,NDIR-SERT,19/3/2022,19,13.88,0,S,Fair,84,72,66,6,0,29.49,0,28.89,22.22
1891,17753,NDIR-SERT,19/3/2022,20,12.62,0,SSE,Fair,82,72,70,5,0,29.52,0,27.78,22.22
1900,17846,NDIR-SERT,20/3/2022,6,8.01,0,CALM,Fair,79,73,83,0,0,29.55,0,26.11,22.78
1901,17854,NDIR-SERT,20/3/2022,7,7.53,0,VAR,Fair,79,73,83,2,0,29.58,0,26.11,22.78
1902,17860,NDIR-SERT,20/3/2022,8,6.79,0,VAR,Fair,81,73,79,2,0,29.61,0,27.22,22.78
1903,17873,NDIR-SERT,20/3/2022,9,4.9,0,SE,Fair,82,73,74,5,0,29.64,0,27.78,22.78
1904,17877,NDIR-SERT,20/3/2022,10,1.81,1.28,SE,Fair,86,75,70,7,0,29.64,0,30,23.89
1905,17888,NDIR-SERT,20/3/2022,11,6.61,4.53,SSE,Partly Cloudy,88,75,66,12,0,29.64,0,31.11,23.89
1906,17900,NDIR-SERT,20/3/2022,12,14.01,0.39,SSE,Partly Cloudy,91,77,63,8,0,29.61,0,32.78,25
1907,17905,NDIR-SERT,20/3/2022,13,2.13,3.7,S,Fair,91,73,55,7,0,29.58,0,32.78,22.78
1908,17915,NDIR-SERT,20/3/2022,14,0.73,6.36,S,Fair,93,73,52,7,0,29.52,0,33.89,22.78
1909,17924,NDIR-SERT,20/3/2022,15,0.13,4.97,SSW,Fair,93,73,52,6,0,29.49,0,33.89,22.78
1910,17934,NDIR-SERT,20/3/2022,16,1.86,1.88,S,Fair,93,68,44,5,0,29.46,0,33.89,20
1911,17942,NDIR-SERT,20/3/2022,17,4.22,0.23,WSW,Fair,93,70,46,5,0,29.46,0,33.89,21.11
1912,17951,NDIR-SERT,20/3/2022,18,11.81,0,W,Fair,91,72,52,2,0,29.49,0,32.78,22.22
1913,17961,NDIR-SERT,20/3/2022,19,13.68,0,CALM,Fair,86,73,66,0,0,29.49,0,30,22.78
1914,17970,NDIR-SERT,20/3/2022,20,12.37,0,N,Fair,88,73,62,1,0,29.52,0,31.11,22.78
1923,18060,NDIR-SERT,21/3/2022,6,7.35,0,E,Fair,75,75,100,1,0,29.64,0,23.89,23.89
1924,18069,NDIR-SERT,21/3/2022,7,6.96,0,ENE,Fair,75,75,100,2,0,29.67,0,23.89,23.89
1925,18078,NDIR-SERT,21/3/2022,8,5.42,0.08,E,Fair,81,77,89,3,0,29.67,0,27.22,25
1926,18087,NDIR-SERT,21/3/2022,9,19.74,0.02,SSE,Fair,84,75,74,6,0,29.67,0,28.89,23.89
1927,18095,NDIR-SERT,21/3/2022,10,42.49,0,SSE,Mostly Cloudy,86,77,74,9,0,29.67,0,30,25
1928,18104,NDIR-SERT,21/3/2022,11,35.95,0,SSE,Mostly Cloudy,88,77,70,9,0,29.67,0,31.11,25
1929,18116,NDIR-SERT,21/3/2022,12,26.98,0,S,Fair,90,75,62,10,0,29.64,0,32.22,23.89
1930,18120,NDIR-SERT,21/3/2022,13,29.88,0,SSE,Partly Cloudy,91,75,59,8,0,29.61,0,32.78,23.89
1931,18131,NDIR-SERT,21/3/2022,14,39.03,0,S,Mostly Cloudy,91,75,59,7,0,29.58,0,32.78,23.89
1932,18138,NDIR-SERT,21/3/2022,15,29.73,0,VAR,Fair,91,73,55,2,0,29.55,0,32.78,22.78
1933,18147,NDIR-SERT,21/3/2022,16,34.33,0,SSE,Fair,91,72,52,6,0,29.52,0,32.78,22.22
1934,18160,NDIR-SERT,21/3/2022,17,36.99,0,SSW,Fair,91,70,49,6,0,29.52,0,32.78,21.11
1935,18165,NDIR-SERT,21/3/2022,18,31.95,0,SSW,Fair,90,72,55,6,0,29.52,0,32.22,22.22
1936,18175,NDIR-SERT,21/3/2022,19,28.7,0,SSE,Fair,84,75,74,3,0,29.55,0,28.89,23.89
1937,18188,NDIR-SERT,21/3/2022,20,16.66,0,SE,Fair,84,75,74,3,0,29.58,0,28.89,23.89
1946,18276,NDIR-SERT,22/3/2022,6,7.6,0,VAR,Mostly Cloudy,79,75,89,2,0,29.64,0,26.11,23.89
1947,18284,NDIR-SERT,22/3/2022,7,7.11,0,ESE,Partly Cloudy,81,75,84,3,0,29.67,0,27.22,23.89
1948,18292,NDIR-SERT,22/3/2022,8,9.07,0,SE,Fair,84,73,70,7,0,29.67,0,28.89,22.78
1949,18304,NDIR-SERT,22/3/2022,9,26.74,0,SE,Fair,86,75,70,10,0,29.7,0,30,23.89
1950,18313,NDIR-SERT,22/3/2022,10,48.37,0,SSE,Mostly Cloudy,88,77,70,13,0,29.7,0,31.11,25
1951,18319,NDIR-SERT,22/3/2022,11,48.22,0,S,Partly Cloudy,90,73,59,12,0,29.7,0,32.22,22.78
1952,18329,NDIR-SERT,22/3/2022,12,35.5,0,S,Mostly Cloudy,91,73,55,9,0,29.67,0,32.78,22.78
1953,18339,NDIR-SERT,22/3/2022,13,44.42,0,S,Mostly Cloudy,91,73,55,9,0,29.64,0,32.78,22.78
1954,18345,NDIR-SERT,22/3/2022,14,48.57,0,SSE,Mostly Cloudy,91,73,55,8,0,29.61,0,32.78,22.78
1955,18356,NDIR-SERT,22/3/2022,15,51.03,0,S,Fair,93,73,52,8,0,29.58,0,33.89,22.78
1956,18364,NDIR-SERT,22/3/2022,16,42.29,0,SSE,Partly Cloudy,93,73,52,5,0,29.55,0,33.89,22.78
1957,18376,NDIR-SERT,22/3/2022,17,44.1,0,S,Partly Cloudy,91,72,52,7,0,29.55,0,32.78,22.22
1958,18386,NDIR-SERT,22/3/2022,18,33.11,0,SSE,Fair,91,72,52,6,0,29.55,0,32.78,22.22
1959,18394,NDIR-SERT,22/3/2022,19,24.28,0,SSE,Fair,88,72,58,5,0,29.58,0,31.11,22.22
1960,18404,NDIR-SERT,22/3/2022,20,12.36,0,SSE,Fair,86,73,66,6,0,29.61,0,30,22.78
1969,18491,NDIR-SERT,23/3/2022,6,7.75,0,ESE,Fair,79,75,89,2,0,29.64,0,26.11,23.89
1970,18498,NDIR-SERT,23/3/2022,7,7.03,0,NW,Mostly Cloudy,77,75,94,2,0,29.67,0,25,23.89
1971,18509,NDIR-SERT,23/3/2022,8,7.64,0,W,Mostly Cloudy,81,75,84,2,0,29.7,0,27.22,23.89
1972,18517,NDIR-SERT,23/3/2022,9,20.35,0.01,VAR,Fair,84,75,74,2,0,29.7,0,28.89,23.89
1973,18530,NDIR-SERT,23/3/2022,10,34.53,0,SSE,Mostly Cloudy,86,75,70,6,0,29.73,0,30,23.89
1974,18537,NDIR-SERT,23/3/2022,11,38.98,0,SSE,Mostly Cloudy,88,75,66,7,0,29.73,0,31.11,23.89
1975,18548,NDIR-SERT,23/3/2022,12,29,0,SSE,Fair,88,73,62,5,0,29.67,0,31.11,22.78
1976,18555,NDIR-SERT,23/3/2022,13,34.84,0,SSE,Partly Cloudy,91,72,52,6,0,29.64,0,32.78,22.22
1977,18563,NDIR-SERT,23/3/2022,14,37.47,0,SSE,Partly Cloudy,91,75,59,6,0,29.58,0,32.78,23.89
1978,18573,NDIR-SERT,23/3/2022,15,43.33,0,ESE,Fair,91,75,59,6,0,29.55,0,32.78,23.89
1979,18583,NDIR-SERT,23/3/2022,16,48.06,0,ESE,Fair,93,72,49,6,0,29.52,0,33.89,22.22
1980,18591,NDIR-SERT,23/3/2022,17,39.58,0,S,Fair,93,70,46,6,0,29.49,0,33.89,21.11
1981,18601,NDIR-SERT,23/3/2022,18,29.31,0,VAR,Fair,91,72,52,2,0,29.52,0,32.78,22.22
1982,18607,NDIR-SERT,23/3/2022,19,22.57,0,ESE,Fair,88,73,62,3,0,29.52,0,31.11,22.78
1983,18615,NDIR-SERT,23/3/2022,20,11.7,0,SE,Fair,86,73,66,3,0,29.58,0,30,22.78
1992,18709,NDIR-SERT,24/3/2022,6,8.04,0,SSW,Mostly Cloudy,77,77,100,3,0,29.61,0,25,25
1993,18715,NDIR-SERT,24/3/2022,7,6.89,0,W,Mostly Cloudy,77,77,100,3,0,29.64,0,25,25
1994,18727,NDIR-SERT,24/3/2022,8,4.01,0.39,S,Partly Cloudy,81,79,94,6,0,29.67,0,27.22,26.11
1995,18734,NDIR-SERT,24/3/2022,9,11.55,0.89,S,Fair,82,77,84,6,0,29.7,0,27.78,25
1996,18742,NDIR-SERT,24/3/2022,10,33.73,0,S,Fair,82,73,74,6,0,29.7,0,27.78,22.78
1997,18752,NDIR-SERT,24/3/2022,11,26.32,0,S,Fair,84,73,70,8,0,29.7,0,28.89,22.78
1998,18761,NDIR-SERT,24/3/2022,12,21.18,0,S,Fair,86,73,66,6,0,29.67,0,30,22.78
1999,18772,NDIR-SERT,24/3/2022,13,30.49,0,S,Fair,88,73,62,6,0,29.61,0,31.11,22.78
2000,18781,NDIR-SERT,24/3/2022,14,28.75,0,VAR,Fair,90,72,55,3,0,29.58,0,32.22,22.22
2001,18790,NDIR-SERT,24/3/2022,15,35.29,0,S,Fair,91,70,49,5,0,29.55,0,32.78,21.11
2002,18799,NDIR-SERT,24/3/2022,16,35.15,0,VAR,Fair,93,72,49,6,0,29.52,0,33.89,22.22
2003,18807,NDIR-SERT,24/3/2022,17,37.56,0,S,Fair,93,68,44,6,0,29.52,0,33.89,20
2004,18813,NDIR-SERT,24/3/2022,18,31.76,0,SSW,Fair,91,70,49,6,0,29.55,0,32.78,21.11
2005,18826,NDIR-SERT,24/3/2022,19,26.91,0,S,Fair,88,72,58,5,0,29.55,0,31.11,22.22
2006,18834,NDIR-SERT,24/3/2022,20,13,0,S,Fair,86,73,66,3,0,29.58,0,30,22.78
2015,18925,NDIR-SERT,25/3/2022,6,7.69,0,SE,Fair,75,75,100,3,0,29.61,0,23.89,23.89
2016,18932,NDIR-SERT,25/3/2022,7,7.38,0,SE,Fair,77,77,100,3,0,29.64,0,25,25
2017,18939,NDIR-SERT,25/3/2022,8,5.34,0.02,VAR,Fair,79,77,94,1,0,29.67,0,26.11,25
2018,18951,NDIR-SERT,25/3/2022,9,11,0.11,SSE,Fair,84,77,79,7,0,29.7,0,28.89,25
2019,18957,NDIR-SERT,25/3/2022,10,23.64,0,SSE,Fair,86,77,74,6,0,29.7,0,30,25
2020,18967,NDIR-SERT,25/3/2022,11,17.52,0,SE,Fair,88,75,66,5,0,29.7,0,31.11,23.89
2021,18979,NDIR-SERT,25/3/2022,12,18.75,0,VAR,Fair,91,72,52,6,0,29.67,0,32.78,22.22
2022,18987,NDIR-SERT,25/3/2022,13,24.98,0,S,Fair,93,72,49,6,0,29.64,0,33.89,22.22
2023,18994,NDIR-SERT,25/3/2022,14,26.41,0,S,Fair,95,68,41,6,0,29.61,0,35,20
2024,19005,NDIR-SERT,25/3/2022,15,28.23,0,S,Fair,95,70,44,8,0,29.58,0,35,21.11
2025,19014,NDIR-SERT,25/3/2022,16,36.38,0,SSE,Fair,95,72,47,7,0,29.55,0,35,22.22
2026,19024,NDIR-SERT,25/3/2022,17,41.75,0,S,Fair,95,68,41,7,0,29.55,0,35,20
2027,19031,NDIR-SERT,25/3/2022,18,38.06,0,SSW,Fair,93,68,44,5,0,29.55,0,33.89,20
2028,19039,NDIR-SERT,25/3/2022,19,28.33,0,S,Fair,90,72,55,5,0,29.55,0,32.22,22.22
2029,19051,NDIR-SERT,25/3/2022,20,16.37,0,S,Fair,88,72,58,3,0,29.58,0,31.11,22.22
2038,19138,NDIR-SERT,26/3/2022,6,8.57,0,SSE,Fair,81,75,84,5,0,29.64,0,27.22,23.89
2039,19151,NDIR-SERT,26/3/2022,7,7.37,0,SSE,Fair,81,77,89,6,0,29.7,0,27.22,25
2040,19158,NDIR-SERT,26/3/2022,8,3.96,0.02,SSE,Fair,84,77,79,8,0,29.73,0,28.89,25
2041,19168,NDIR-SERT,26/3/2022,9,0.45,2.74,SE,Fair,86,79,79,8,0,29.73,0,30,26.11
2042,19177,NDIR-SERT,26/3/2022,10,1.09,6.96,SSE,Fair,88,79,75,6,0,29.75,0,31.11,26.11
2043,19183,NDIR-SERT,26/3/2022,11,1.28,6.86,VAR,Fair,91,75,59,1,0,29.73,0,32.78,23.89
2044,19192,NDIR-SERT,26/3/2022,12,0.33,9.14,VAR,Fair,93,73,52,3,0,29.7,0,33.89,22.78
2045,19202,NDIR-SERT,26/3/2022,13,3.08,4.45,VAR,Fair,95,70,44,3,0,29.67,0,35,21.11
2046,19211,NDIR-SERT,26/3/2022,14,1.48,3.39,SW,Fair,97,70,41,6,0,29.61,0,36.11,21.11
2047,19222,NDIR-SERT,26/3/2022,15,8.04,0.01,VAR,Fair,97,68,39,3,0,29.58,0,36.11,20
2048,19232,NDIR-SERT,26/3/2022,16,11.46,0,S,Fair,97,68,39,6,0,29.58,0,36.11,20
2049,19238,NDIR-SERT,26/3/2022,17,14.05,0,S,Fair,97,66,37,6,0,29.58,0,36.11,18.89
2050,19245,NDIR-SERT,26/3/2022,18,9.77,0,S,Fair,95,68,41,3,0,29.58,0,35,20
2051,19255,NDIR-SERT,26/3/2022,19,14.39,0,SE,Fair,88,72,58,8,0,29.58,0,31.11,22.22
2052,19266,NDIR-SERT,26/3/2022,20,12.5,0,SSE,Fair,86,72,62,6,0,29.61,0,30,22.22
2061,19355,NDIR-SERT,27/3/2022,6,8.14,0,SE,Fair,79,73,83,5,0,29.67,0,26.11,22.78
2062,19362,NDIR-SERT,27/3/2022,7,7.15,0,SE,Fair,81,75,84,3,0,29.67,0,27.22,23.89
2063,19373,NDIR-SERT,27/3/2022,8,4.15,0.01,SE,Fair,84,73,70,8,0,29.7,0,28.89,22.78
2064,19381,NDIR-SERT,27/3/2022,9,0.47,2.41,SE,Fair,88,75,66,9,0,29.73,0,31.11,23.89
2065,19390,NDIR-SERT,27/3/2022,10,0,7.03,SE,Fair,90,75,62,8,0,29.73,0,32.22,23.89
2066,19403,NDIR-SERT,27/3/2022,11,0,9.15,S,Fair,91,75,59,5,0,29.73,0,32.78,23.89
2067,19408,NDIR-SERT,27/3/2022,12,0.25,9.36,SE,Fair,93,77,59,6,0,29.7,0,33.89,25
2068,19421,NDIR-SERT,27/3/2022,13,0,10.74,S,Fair,95,75,53,6,0,29.64,0,35,23.89
2069,19430,NDIR-SERT,27/3/2022,14,0.02,8.23,SSE,Fair,97,75,50,7,0,29.61,0,36.11,23.89
2070,19439,NDIR-SERT,27/3/2022,15,0.64,5.28,SSW,Fair,97,75,50,9,0,29.58,0,36.11,23.89
2071,19444,NDIR-SERT,27/3/2022,16,1.29,1.28,SSW,Fair,97,73,47,8,0,29.52,0,36.11,22.78
2072,19453,NDIR-SERT,27/3/2022,17,7.11,0,SW,Fair,97,72,44,7,0,29.52,0,36.11,22.22
2073,19463,NDIR-SERT,27/3/2022,18,12.57,0,S,Fair,95,75,53,3,0,29.52,0,35,23.89
2074,19472,NDIR-SERT,27/3/2022,19,15.71,0,SSE,Fair,91,77,63,2,0,29.55,0,32.78,25
2075,19483,NDIR-SERT,27/3/2022,20,13.02,0,ESE,Fair,90,77,66,2,0,29.58,0,32.22,25
2084,19573,NDIR-SERT,28/3/2022,6,8.96,0,SE,Fair,81,77,89,6,0,29.64,0,27.22,25
2085,19583,NDIR-SERT,28/3/2022,7,8.27,0,ESE,Fair,82,77,84,3,0,29.67,0,27.78,25
2086,19588,NDIR-SERT,28/3/2022,8,7.03,0,SE,Fair,84,77,79,9,0,29.67,0,28.89,25
2087,19600,NDIR-SERT,28/3/2022,9,19.5,0,SE,Fair,88,75,66,13,0,29.7,0,31.11,23.89
2088,19605,NDIR-SERT,28/3/2022,10,35.3,0,SSE,Fair,91,77,63,10,0,29.7,0,32.78,25
2089,19619,NDIR-SERT,28/3/2022,11,35.55,0,S,Partly Cloudy,91,77,63,10,0,29.7,0,32.78,25
2090,19628,NDIR-SERT,28/3/2022,12,40.75,0,S,Fair,93,77,59,10,0,29.67,0,33.89,25
2091,19632,NDIR-SERT,28/3/2022,13,41.87,0,S,Fair,95,77,56,12,0,29.64,0,35,25
2092,19645,NDIR-SERT,28/3/2022,14,51.36,0,SSE,Fair,95,77,56,10,0,29.58,0,35,25
2093,19654,NDIR-SERT,28/3/2022,15,46.22,0,SE,Fair,93,77,59,8,0,29.55,0,33.89,25
2094,19664,NDIR-SERT,28/3/2022,16,53.22,0,E,Fair,91,75,59,8,0,29.52,0,32.78,23.89
2095,19669,NDIR-SERT,28/3/2022,17,43.86,0,E,Fair,90,73,59,7,0,29.55,0,32.22,22.78
2096,19677,NDIR-SERT,28/3/2022,18,32.9,0,E,Fair,88,72,58,6,0,29.55,0,31.11,22.22
2097,19687,NDIR-SERT,28/3/2022,19,25.97,0,VAR,Partly Cloudy,84,73,70,2,0,29.58,0,28.89,22.78
2098,19700,NDIR-SERT,28/3/2022,20,11.81,0,S,Partly Cloudy,81,70,70,6,0,29.61,0,27.22,21.11
2107,19790,NDIR-SERT,29/3/2022,6,8.48,0,CALM,Cloudy,77,75,94,0,0,29.67,0,25,23.89
2108,19796,NDIR-SERT,29/3/2022,7,7.53,0,CALM,Mostly Cloudy,77,77,100,0,0,29.7,0,25,25
2109,19803,NDIR-SERT,29/3/2022,8,6.32,0,VAR,Mostly Cloudy,79,79,100,2,0,29.7,0,26.11,26.11
2110,19815,NDIR-SERT,29/3/2022,9,11.18,0.01,VAR,Mostly Cloudy,82,75,79,2,0,29.73,0,27.78,23.89
2111,19822,NDIR-SERT,29/3/2022,10,34.91,0,VAR,Fair,84,75,74,2,0,29.73,0,28.89,23.89
2112,19833,NDIR-SERT,29/3/2022,11,35.56,0,S,Partly Cloudy,88,73,62,5,0,29.7,0,31.11,22.78
2113,19844,NDIR-SERT,29/3/2022,12,37.03,0,S,Mostly Cloudy,91,73,55,6,0,29.7,0,32.78,22.78
2114,19850,NDIR-SERT,29/3/2022,13,36.5,0,VAR,Mostly Cloudy,93,72,49,5,0,29.64,0,33.89,22.22
2115,19862,NDIR-SERT,29/3/2022,14,36.38,0,SSW,Mostly Cloudy,93,72,49,7,0,29.58,0,33.89,22.22
2116,19869,NDIR-SERT,29/3/2022,15,33.05,0,SSW,Partly Cloudy,93,72,49,6,0,29.55,0,33.89,22.22
2117,19879,NDIR-SERT,29/3/2022,16,39.18,0,SSW,Fair,95,70,44,5,0,29.52,0,35,21.11
2118,19886,NDIR-SERT,29/3/2022,17,38.71,0,SSW,Fair,93,70,46,3,0,29.52,0,33.89,21.11
2119,19898,NDIR-SERT,29/3/2022,18,33.18,0,SSW,Fair,93,70,46,3,0,29.52,0,33.89,21.11
2120,19905,NDIR-SERT,29/3/2022,19,25.46,0,SSE,Fair,90,72,55,2,0,29.55,0,32.22,22.22
2121,19915,NDIR-SERT,29/3/2022,20,24.25,0,E,Fair,86,75,70,2,0,29.58,0,30,23.89
2130,20001,NDIR-SERT,30/3/2022,6,8.33,0,ENE,Partly Cloudy,77,72,83,5,0,29.67,0,25,22.22
2131,20012,NDIR-SERT,30/3/2022,7,8.03,0,E,Mostly Cloudy,77,72,83,5,0,29.7,0,25,22.22
2132,20021,NDIR-SERT,30/3/2022,8,7.68,0,ENE,Cloudy,77,72,83,3,0,29.73,0,25,22.22
2133,20032,NDIR-SERT,30/3/2022,9,13.11,0,VAR,Partly Cloudy,81,70,70,5,0,29.75,0,27.22,21.11
2134,20038,NDIR-SERT,30/3/2022,10,26.14,0,E,Fair,86,70,58,5,0,29.75,0,30,21.11
2135,20047,NDIR-SERT,30/3/2022,11,20.58,0,SE,Mostly Cloudy,88,72,58,3,0,29.73,0,31.11,22.22
2136,20059,NDIR-SERT,30/3/2022,12,18.27,0,VAR,Mostly Cloudy,90,72,55,5,0,29.7,0,32.22,22.22
2137,20066,NDIR-SERT,30/3/2022,13,20,0,SSE,Partly Cloudy,90,72,55,5,0,29.67,0,32.22,22.22
2138,20073,NDIR-SERT,30/3/2022,14,23.11,0,W,Mostly Cloudy,91,72,52,3,0,29.61,0,32.78,22.22
2139,20087,NDIR-SERT,30/3/2022,15,30.92,0,VAR,Mostly Cloudy,93,72,49,3,0,29.58,0,33.89,22.22
2140,20096,NDIR-SERT,30/3/2022,16,30.44,0,NW,Partly Cloudy,93,70,46,2,0,29.55,0,33.89,21.11
2141,20101,NDIR-SERT,30/3/2022,17,34.18,0,VAR,Fair,93,70,46,2,0,29.55,0,33.89,21.11
2142,20114,NDIR-SERT,30/3/2022,18,31.05,0,VAR,Fair,91,70,49,2,0,29.55,0,32.78,21.11
2143,20121,NDIR-SERT,30/3/2022,19,25.36,0,CALM,Fair,88,73,62,0,0,29.58,0,31.11,22.78
2144,20129,NDIR-SERT,30/3/2022,20,21.86,0,CALM,Fair,84,75,74,0,0,29.58,0,28.89,23.89
2153,20217,NDIR-SERT,31/3/2022,6,7.5,0,VAR,Mostly Cloudy,79,77,94,1,0,29.64,0,26.11,25
2154,20230,NDIR-SERT,31/3/2022,7,7.17,0,VAR,Mostly Cloudy,79,77,94,1,0,29.67,0,26.11,25
2155,20236,NDIR-SERT,31/3/2022,8,5.36,0,VAR,Fair,82,73,74,1,0,29.7,0,27.78,22.78
2156,20247,NDIR-SERT,31/3/2022,9,15.6,0,VAR,Fair,88,73,62,2,0,29.73,0,31.11,22.78
2157,20253,NDIR-SERT,31/3/2022,10,25.39,0,VAR,Fair,90,73,59,3,0,29.73,0,32.22,22.78
2158,20263,NDIR-SERT,31/3/2022,11,23.48,0,VAR,Partly Cloudy,93,70,46,3,0,29.7,0,33.89,21.11
2159,20276,NDIR-SERT,31/3/2022,12,26.28,0,WSW,Mostly Cloudy,93,68,44,5,0,29.67,0,33.89,20
2160,20281,NDIR-SERT,31/3/2022,13,31.55,0,VAR,Mostly Cloudy,95,70,44,6,0,29.64,0,35,21.11
2161,20293,NDIR-SERT,31/3/2022,14,41.89,0,VAR,Partly Cloudy,97,68,39,2,0,29.61,0,36.11,20
2162,20300,NDIR-SERT,31/3/2022,15,39.03,0,NNW,Partly Cloudy,99,68,37,6,0,29.55,0,37.22,20
2163,20312,NDIR-SERT,31/3/2022,16,44.58,0,NW,Fair,97,66,37,5,0,29.52,0,36.11,18.89
2164,20319,NDIR-SERT,31/3/2022,17,49.89,0,VAR,Fair,97,64,34,2,0,29.52,0,36.11,17.78
2165,20328,NDIR-SERT,31/3/2022,18,46.56,0,CALM,Fair,97,64,34,0,0,29.55,0,36.11,17.78
2166,20335,NDIR-SERT,31/3/2022,19,35.17,0,CALM,Fair,90,72,55,0,0,29.55,0,32.22,22.22
2167,20347,NDIR-SERT,31/3/2022,20,16.1,0,SE,Fair,88,72,58,3,0,29.58,0,31.11,22.22
2176,20438,NDIR-SERT,1/4/2022,6,9.12,0,VAR,Fair,81,72,74,2,0,29.64,0,27.22,22.22
2177,20444,NDIR-SERT,1/4/2022,7,8.1,0,VAR,Fair,81,70,70,1,0,29.67,0,27.22,21.11
2178,20452,NDIR-SERT,1/4/2022,8,5.65,0,NW,Fair,84,72,66,3,0,29.73,0,28.89,22.22
2179,20462,NDIR-SERT,1/4/2022,9,16.58,0,NNE,Fair,88,68,52,3,0,29.73,0,31.11,20
2180,20469,NDIR-SERT,1/4/2022,10,29.09,0,VAR,Fair,90,66,46,3,0,29.75,0,32.22,18.89
2181,20478,NDIR-SERT,1/4/2022,11,26.52,0,SSE,Fair,93,66,41,5,0,29.73,0,33.89,18.89
2182,20491,NDIR-SERT,1/4/2022,12,28.39,0,S,Partly Cloudy,93,66,41,3,0,29.7,0,33.89,18.89
2183,20496,NDIR-SERT,1/4/2022,13,35.7,0,WNW,Mostly Cloudy,95,66,39,6,0,29.67,0,35,18.89
2184,20508,NDIR-SERT,1/4/2022,14,45.27,0,VAR,Mostly Cloudy,95,64,36,3,0,29.64,0,35,17.78
2185,20519,NDIR-SERT,1/4/2022,15,44.92,0,WSW,Light Rain,95,70,44,5,0,29.61,0,35,21.11
2186,20526,NDIR-SERT,1/4/2022,16,43.27,0,N,Showers in the Vicinity,90,72,55,5,0,29.58,0,32.22,22.22
2187,20533,NDIR-SERT,1/4/2022,17,39.36,0,SSW,Thunder,88,70,55,8,29,29.61,0,31.11,21.11
2188,20545,NDIR-SERT,1/4/2022,18,34.59,0,CALM,Showers in the Vicinity,86,70,58,0,0,29.61,0,30,21.11
2189,20551,NDIR-SERT,1/4/2022,19,27.01,0,SSE,Fair,82,72,70,6,0,29.61,0,27.78,22.22
2195,20605,NDIR-SERT,2/4/2022,6,8.95,0,CALM,Fair,77,73,89,0,0,29.75,0,25,22.78
2196,20615,NDIR-SERT,2/4/2022,7,8.11,0,VAR,Fair,79,68,69,2,0,29.78,0,26.11,20
2197,20626,NDIR-SERT,2/4/2022,8,4.44,0.11,VAR,Fair,84,64,51,2,0,29.78,0,28.89,17.78
2198,20631,NDIR-SERT,2/4/2022,9,1.17,2.54,NNE,Fair,84,63,48,5,0,29.81,0,28.89,17.22
2199,20643,NDIR-SERT,2/4/2022,10,0.02,6.78,VAR,Fair,86,61,43,5,0,29.81,0,30,16.11
2200,20652,NDIR-SERT,2/4/2022,11,1.15,3.26,VAR,Fair,88,61,40,5,0,29.81,0,31.11,16.11
2201,20660,NDIR-SERT,2/4/2022,12,1.5,3.28,VAR,Mostly Cloudy,90,59,36,3,0,29.81,0,32.22,15
2202,20669,NDIR-SERT,2/4/2022,13,4.88,1.03,VAR,Fair,90,59,36,3,0,29.78,0,32.22,15
2203,20677,NDIR-SERT,2/4/2022,14,11.94,0.08,S,Fair,88,61,40,6,0,29.75,0,31.11,16.11
2204,20687,NDIR-SERT,2/4/2022,15,16.06,0,SE,Fair,84,64,51,12,0,29.73,0,28.89,17.78
2205,20699,NDIR-SERT,2/4/2022,16,13.69,0,ESE,Fair,82,64,54,8,0,29.73,0,27.78,17.78
2206,20708,NDIR-SERT,2/4/2022,17,11.03,0,ESE,Fair,82,64,54,3,0,29.73,0,27.78,17.78
2207,20713,NDIR-SERT,2/4/2022,18,10.36,0,E,Fair,82,64,54,5,0,29.75,0,27.78,17.78
2208,20725,NDIR-SERT,2/4/2022,19,10.45,0,E,Fair,79,63,57,7,0,29.78,0,26.11,17.22
2209,20734,NDIR-SERT,2/4/2022,20,9.53,0,ENE,Fair,79,61,54,5,0,29.81,0,26.11,16.11
2218,20825,NDIR-SERT,3/4/2022,6,6.86,0,N,Mostly Cloudy,73,61,65,6,0,29.84,0,22.78,16.11
2219,20832,NDIR-SERT,3/4/2022,7,6,0,VAR,Mostly Cloudy,73,59,61,2,0,29.84,0,22.78,15
2220,20839,NDIR-SERT,3/4/2022,8,4.73,0,VAR,Fair,73,59,61,2,0,29.87,0,22.78,15
2221,20848,NDIR-SERT,3/4/2022,9,4.47,0,N,Fair,73,59,61,5,0,29.9,0,22.78,15
2222,20861,NDIR-SERT,3/4/2022,10,2.25,0.55,VAR,Fair,75,59,57,3,0,29.9,0,23.89,15
2223,20870,NDIR-SERT,3/4/2022,11,0.67,2.29,VAR,Fair,79,59,51,5,0,29.87,0,26.11,15
2224,20879,NDIR-SERT,3/4/2022,12,0.14,4.45,N,Fair,77,59,54,6,0,29.87,0,25,15
2225,20883,NDIR-SERT,3/4/2022,13,0.04,6.59,NNW,Fair,81,59,48,6,0,29.81,0,27.22,15
2226,20897,NDIR-SERT,3/4/2022,14,0.81,3.55,VAR,Partly Cloudy,81,59,48,3,0,29.78,0,27.22,15
2227,20904,NDIR-SERT,3/4/2022,15,2.59,0.35,VAR,Mostly Cloudy,81,59,48,3,0,29.75,0,27.22,15
2228,20910,NDIR-SERT,3/4/2022,16,5.53,0,SSW,Mostly Cloudy,81,59,48,6,0,29.73,0,27.22,15
