,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
553,553,5179,NDIR-SERT,2022-01-10,20,14.82,0.0,N,Fair,75.0,66.0,73.0,1.0,0.0,29.73,0.0,59.44444444444444,54.44444444444444
562,562,5268,NDIR-SERT,2022-01-11,6,5.94,0.0,VAR,Fair,64.0,64.0,100.0,1.0,0.0,29.75,0.0,53.333333333333336,53.333333333333336
563,563,5277,NDIR-SERT,2022-01-11,7,5.62,0.0,E,Fair,64.0,64.0,100.0,1.0,0.0,29.78,0.0,53.333333333333336,53.333333333333336
564,564,5288,NDIR-SERT,2022-01-11,8,4.38,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.78,0.0,56.666666666666664,53.333333333333336
565,565,5295,NDIR-SERT,2022-01-11,9,3.87,0.04,VAR,Fair,75.0,64.0,69.0,2.0,0.0,29.81,0.0,59.44444444444444,53.333333333333336
566,566,5305,NDIR-SERT,2022-01-11,12,2.12,0.17,S,Fair,88.0,63.0,43.0,3.0,0.0,29.78,0.0,66.66666666666667,52.77777777777778
567,567,5313,NDIR-SERT,2022-01-11,13,5.22,0.71,VAR,Fair,88.0,61.0,40.0,3.0,0.0,29.75,0.0,66.66666666666667,51.666666666666664
568,568,5327,NDIR-SERT,2022-01-11,14,8.5,0.0,S,Fair,90.0,61.0,38.0,6.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
569,569,5332,NDIR-SERT,2022-01-11,15,13.38,0.0,SSW,Fair,90.0,61.0,38.0,7.0,0.0,29.67,0.0,67.77777777777777,51.666666666666664
570,570,5341,NDIR-SERT,2022-01-11,16,18.17,0.0,SSW,Fair,91.0,57.0,31.0,5.0,0.0,29.67,0.0,68.33333333333333,49.44444444444444
571,571,5350,NDIR-SERT,2022-01-11,17,20.97,0.0,S,Fair,90.0,59.0,36.0,3.0,0.0,29.67,0.0,67.77777777777777,50.55555555555556
572,572,5359,NDIR-SERT,2022-01-11,18,12.09,0.0,VAR,Fair,84.0,63.0,48.0,1.0,0.0,29.7,0.0,64.44444444444444,52.77777777777778
573,573,5368,NDIR-SERT,2022-01-11,19,12.46,0.0,NNW,Fair,81.0,64.0,58.0,1.0,0.0,29.7,0.0,62.77777777777778,53.333333333333336
574,574,5377,NDIR-SERT,2022-01-11,20,10.27,0.0,CALM,Fair,77.0,66.0,69.0,0.0,0.0,29.73,0.0,60.55555555555556,54.44444444444444
583,583,5467,NDIR-SERT,2022-01-12,6,5.95,0.0,VAR,Fair,68.0,64.0,88.0,1.0,0.0,29.75,0.0,55.55555555555556,53.333333333333336
584,584,5475,NDIR-SERT,2022-01-12,7,5.6,0.0,NE,Fair,68.0,64.0,88.0,1.0,0.0,29.78,0.0,55.55555555555556,53.333333333333336
585,585,5485,NDIR-SERT,2022-01-12,8,4.73,0.0,CALM,Fair,73.0,68.0,83.0,0.0,0.0,29.81,0.0,58.333333333333336,55.55555555555556
586,586,5495,NDIR-SERT,2022-01-12,9,8.93,0.01,VAR,Fair,77.0,64.0,65.0,2.0,0.0,29.84,0.0,60.55555555555556,53.333333333333336
587,587,5502,NDIR-SERT,2022-01-12,10,6.21,0.07,E,Fair,81.0,63.0,54.0,3.0,0.0,29.87,0.0,62.77777777777778,52.77777777777778
588,588,5512,NDIR-SERT,2022-01-12,11,4.43,0.55,SSE,Fair,84.0,64.0,51.0,5.0,0.0,29.84,0.0,64.44444444444444,53.333333333333336
589,589,5521,NDIR-SERT,2022-01-12,12,5.86,0.03,SSW,Fair,88.0,64.0,46.0,6.0,0.0,29.81,0.0,66.66666666666667,53.333333333333336
590,590,5537,NDIR-SERT,2022-01-12,13,6.17,0.0,VAR,Fair,88.0,64.0,46.0,5.0,0.0,29.78,0.0,66.66666666666667,53.333333333333336
591,591,5539,NDIR-SERT,2022-01-12,14,12.64,0.0,SSW,Fair,90.0,63.0,40.0,6.0,0.0,29.75,0.0,67.77777777777777,52.77777777777778
592,592,5547,NDIR-SERT,2022-01-12,15,17.61,0.0,S,Fair,90.0,63.0,40.0,6.0,0.0,29.7,0.0,67.77777777777777,52.77777777777778
593,593,5557,NDIR-SERT,2022-01-12,16,18.62,0.0,SSW,Fair,90.0,61.0,38.0,6.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
594,594,5565,NDIR-SERT,2022-01-12,17,22.82,0.0,WSW,Fair,90.0,57.0,33.0,6.0,0.0,29.73,0.0,67.77777777777777,49.44444444444444
595,595,5576,NDIR-SERT,2022-01-12,18,17.08,0.0,VAR,Fair,84.0,61.0,45.0,2.0,0.0,29.73,0.0,64.44444444444444,51.666666666666664
596,596,5583,NDIR-SERT,2022-01-12,19,12.92,0.0,NW,Fair,79.0,64.0,61.0,2.0,0.0,29.75,0.0,61.666666666666664,53.333333333333336
597,597,5593,NDIR-SERT,2022-01-12,20,10.36,0.0,E,Fair,77.0,64.0,65.0,1.0,0.0,29.75,0.0,60.55555555555556,53.333333333333336
606,606,5683,NDIR-SERT,2022-01-13,6,5.74,0.0,CALM,Fair,68.0,63.0,83.0,0.0,0.0,29.75,0.0,55.55555555555556,52.77777777777778
607,607,5691,NDIR-SERT,2022-01-13,7,4.84,0.0,WNW,Shallow Fog,66.0,64.0,94.0,1.0,0.0,29.78,0.0,54.44444444444444,53.333333333333336
608,608,5700,NDIR-SERT,2022-01-13,8,4.41,0.0,NW,Fair,73.0,70.0,88.0,2.0,0.0,29.81,0.0,58.333333333333336,56.666666666666664
609,609,5710,NDIR-SERT,2022-01-13,9,2.71,0.33,NNW,Fair,77.0,64.0,65.0,3.0,0.0,29.84,0.0,60.55555555555556,53.333333333333336
610,610,5719,NDIR-SERT,2022-01-13,10,5.99,0.15,N,Fair,81.0,63.0,54.0,3.0,0.0,29.84,0.0,62.77777777777778,52.77777777777778
611,611,5728,NDIR-SERT,2022-01-13,11,12.91,0.06,W,Fair,84.0,63.0,48.0,5.0,0.0,29.81,0.0,64.44444444444444,52.77777777777778
612,612,5737,NDIR-SERT,2022-01-13,12,13.89,0.0,SW,Fair,86.0,61.0,43.0,5.0,0.0,29.78,0.0,65.55555555555556,51.666666666666664
613,613,5748,NDIR-SERT,2022-01-13,13,13.47,0.0,SW,Fair,90.0,59.0,36.0,6.0,0.0,29.75,0.0,67.77777777777777,50.55555555555556
614,614,5754,NDIR-SERT,2022-01-13,14,16.68,0.0,SW,Fair,90.0,59.0,36.0,6.0,0.0,29.73,0.0,67.77777777777777,50.55555555555556
615,615,5763,NDIR-SERT,2022-01-13,15,24.41,0.0,WSW,Fair,90.0,57.0,33.0,8.0,0.0,29.7,0.0,67.77777777777777,49.44444444444444
616,616,5772,NDIR-SERT,2022-01-13,16,23.46,0.0,SW,Fair,90.0,55.0,31.0,6.0,0.0,29.7,0.0,67.77777777777777,48.333333333333336
617,617,5781,NDIR-SERT,2022-01-13,17,23.83,0.0,WSW,Fair,88.0,55.0,33.0,5.0,0.0,29.7,0.0,66.66666666666667,48.333333333333336
618,618,5791,NDIR-SERT,2022-01-13,18,19.4,0.0,VAR,Fair,84.0,63.0,48.0,1.0,0.0,29.73,0.0,64.44444444444444,52.77777777777778
619,619,5799,NDIR-SERT,2022-01-13,19,11.72,0.0,CALM,Fair,79.0,63.0,57.0,0.0,0.0,29.73,0.0,61.666666666666664,52.77777777777778
620,620,5809,NDIR-SERT,2022-01-13,20,9.69,0.0,VAR,Fair,77.0,63.0,61.0,1.0,0.0,29.75,0.0,60.55555555555556,52.77777777777778
629,629,5898,NDIR-SERT,2022-01-14,6,5.56,0.0,VAR,Fair,68.0,64.0,88.0,1.0,0.0,29.78,0.0,55.55555555555556,53.333333333333336
630,630,5908,NDIR-SERT,2022-01-14,7,4.78,0.0,VAR,Fair,66.0,64.0,94.0,1.0,0.0,29.81,0.0,54.44444444444444,53.333333333333336
631,631,5918,NDIR-SERT,2022-01-14,8,4.2,0.0,CALM,Fair,73.0,66.0,78.0,0.0,0.0,29.81,0.0,58.333333333333336,54.44444444444444
633,633,5934,NDIR-SERT,2022-01-14,10,2.63,0.55,SE,Fair,82.0,61.0,48.0,7.0,0.0,29.87,0.0,63.333333333333336,51.666666666666664
634,634,5943,NDIR-SERT,2022-01-14,11,0.91,2.26,SE,Fair,84.0,61.0,45.0,5.0,0.0,29.84,0.0,64.44444444444444,51.666666666666664
635,635,5952,NDIR-SERT,2022-01-14,12,0.44,1.4,VAR,Fair,86.0,59.0,40.0,3.0,0.0,29.81,0.0,65.55555555555556,50.55555555555556
636,636,5961,NDIR-SERT,2022-01-14,13,1.08,0.82,S,Fair,88.0,59.0,38.0,6.0,0.0,29.78,0.0,66.66666666666667,50.55555555555556
637,637,5970,NDIR-SERT,2022-01-14,14,2.04,0.46,SSW,Fair,90.0,55.0,31.0,7.0,0.0,29.75,0.0,67.77777777777777,48.333333333333336
638,638,5979,NDIR-SERT,2022-01-14,15,6.52,0.0,S,Fair,90.0,57.0,33.0,7.0,0.0,29.7,0.0,67.77777777777777,49.44444444444444
639,639,5989,NDIR-SERT,2022-01-14,16,12.51,0.0,SSW,Fair,90.0,59.0,36.0,5.0,0.0,29.7,0.0,67.77777777777777,50.55555555555556
640,640,5997,NDIR-SERT,2022-01-14,17,19.94,0.0,SSW,Fair,88.0,59.0,38.0,5.0,0.0,29.7,0.0,66.66666666666667,50.55555555555556
641,641,6011,NDIR-SERT,2022-01-14,18,16.27,0.0,VAR,Fair,84.0,63.0,48.0,2.0,0.0,29.73,0.0,64.44444444444444,52.77777777777778
642,642,6016,NDIR-SERT,2022-01-14,19,12.04,0.0,CALM,Fair,79.0,63.0,57.0,0.0,0.0,29.73,0.0,61.666666666666664,52.77777777777778
643,643,6024,NDIR-SERT,2022-01-14,20,10.67,0.0,CALM,Fair,77.0,63.0,61.0,0.0,0.0,29.73,0.0,60.55555555555556,52.77777777777778
652,652,6114,NDIR-SERT,2022-01-15,6,5.7,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.75,0.0,56.666666666666664,53.333333333333336
653,653,6123,NDIR-SERT,2022-01-15,7,4.83,0.0,CALM,Partial Fog,68.0,64.0,88.0,0.0,0.0,29.78,0.0,55.55555555555556,53.333333333333336
654,654,6133,NDIR-SERT,2022-01-15,8,3.95,0.01,NW,Fair,73.0,68.0,83.0,1.0,0.0,29.81,0.0,58.333333333333336,55.55555555555556
655,655,6142,NDIR-SERT,2022-01-15,9,2.56,0.33,VAR,Fair,77.0,64.0,65.0,1.0,0.0,29.81,0.0,60.55555555555556,53.333333333333336
656,656,6151,NDIR-SERT,2022-01-15,10,0.01,5.79,SSW,Fair,81.0,63.0,54.0,3.0,0.0,29.84,0.0,62.77777777777778,52.77777777777778
657,657,6160,NDIR-SERT,2022-01-15,11,0.0,9.88,VAR,Fair,84.0,63.0,48.0,2.0,0.0,29.81,0.0,64.44444444444444,52.77777777777778
660,660,6190,NDIR-SERT,2022-01-15,14,0.0,7.98,SW,Fair,88.0,61.0,40.0,5.0,0.0,29.73,0.0,66.66666666666667,51.666666666666664
661,661,6196,NDIR-SERT,2022-01-15,15,0.02,4.6,SSW,Fair,90.0,59.0,36.0,6.0,0.0,29.7,0.0,67.77777777777777,50.55555555555556
662,662,6205,NDIR-SERT,2022-01-15,16,1.65,0.88,SSW,Fair,88.0,59.0,38.0,6.0,0.0,29.67,0.0,66.66666666666667,50.55555555555556
663,663,6214,NDIR-SERT,2022-01-15,17,6.72,0.0,WSW,Fair,88.0,61.0,40.0,6.0,0.0,29.7,0.0,66.66666666666667,51.666666666666664
664,664,6225,NDIR-SERT,2022-01-15,18,11.05,0.0,W,Fair,86.0,63.0,45.0,3.0,0.0,29.7,0.0,65.55555555555556,52.77777777777778
665,665,6231,NDIR-SERT,2022-01-15,19,12.82,0.0,CALM,Fair,79.0,64.0,61.0,0.0,0.0,29.7,0.0,61.666666666666664,53.333333333333336
666,666,6241,NDIR-SERT,2022-01-15,20,10.78,0.0,CALM,Fair,77.0,64.0,65.0,0.0,0.0,29.73,0.0,60.55555555555556,53.333333333333336
675,675,6330,NDIR-SERT,2022-01-16,6,5.94,0.0,N,Fair,68.0,64.0,88.0,1.0,0.0,29.75,0.0,55.55555555555556,53.333333333333336
676,676,6339,NDIR-SERT,2022-01-16,7,4.84,0.0,VAR,Shallow Fog,68.0,66.0,94.0,1.0,0.0,29.78,0.0,55.55555555555556,54.44444444444444
677,677,6349,NDIR-SERT,2022-01-16,8,3.35,0.0,VAR,Fair,72.0,68.0,88.0,1.0,0.0,29.81,0.0,57.77777777777778,55.55555555555556
678,678,6358,NDIR-SERT,2022-01-16,9,1.21,1.11,VAR,Fair,77.0,66.0,69.0,1.0,0.0,29.84,0.0,60.55555555555556,54.44444444444444
679,679,6366,NDIR-SERT,2022-01-16,10,0.01,6.47,VAR,Fair,81.0,66.0,61.0,3.0,0.0,29.84,0.0,62.77777777777778,54.44444444444444
680,680,6376,NDIR-SERT,2022-01-16,11,0.0,11.19,SSE,Fair,84.0,64.0,51.0,7.0,0.0,29.81,0.0,64.44444444444444,53.333333333333336
681,681,6385,NDIR-SERT,2022-01-16,12,0.0,9.75,S,Fair,86.0,64.0,48.0,7.0,0.0,29.78,0.0,65.55555555555556,53.333333333333336
682,682,6394,NDIR-SERT,2022-01-16,13,0.0,10.33,S,Fair,88.0,63.0,43.0,6.0,0.0,29.75,0.0,66.66666666666667,52.77777777777778
683,683,6403,NDIR-SERT,2022-01-16,14,0.0,8.22,SSE,Fair,90.0,59.0,36.0,8.0,0.0,29.73,0.0,67.77777777777777,50.55555555555556
684,684,6411,NDIR-SERT,2022-01-16,15,0.06,4.2,S,Fair,90.0,61.0,38.0,5.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
685,685,6420,NDIR-SERT,2022-01-16,16,1.36,0.92,SSW,Fair,90.0,61.0,38.0,5.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
686,686,6429,NDIR-SERT,2022-01-16,17,5.58,0.03,S,Fair,88.0,61.0,40.0,5.0,0.0,29.7,0.0,66.66666666666667,51.666666666666664
687,687,6441,NDIR-SERT,2022-01-16,18,10.48,0.0,VAR,Fair,84.0,64.0,51.0,1.0,0.0,29.7,0.0,64.44444444444444,53.333333333333336
688,688,6448,NDIR-SERT,2022-01-16,19,11.04,0.0,WNW,Fair,79.0,64.0,61.0,2.0,0.0,29.73,0.0,61.666666666666664,53.333333333333336
689,689,6457,NDIR-SERT,2022-01-16,20,9.77,0.0,VAR,Fair,77.0,66.0,69.0,1.0,0.0,29.73,0.0,60.55555555555556,54.44444444444444
698,698,6547,NDIR-SERT,2022-01-17,6,6.03,0.0,CALM,Fair,68.0,64.0,88.0,0.0,0.0,29.78,0.0,55.55555555555556,53.333333333333336
699,699,6555,NDIR-SERT,2022-01-17,7,5.64,0.0,NNW,Mist,70.0,66.0,88.0,1.0,0.0,29.78,0.0,56.666666666666664,54.44444444444444
700,700,6564,NDIR-SERT,2022-01-17,8,4.69,0.0,VAR,Fair,72.0,66.0,83.0,1.0,0.0,29.81,0.0,57.77777777777778,54.44444444444444
701,701,6573,NDIR-SERT,2022-01-17,9,6.56,0.0,VAR,Fair,75.0,66.0,73.0,2.0,0.0,29.84,0.0,59.44444444444444,54.44444444444444
702,702,6582,NDIR-SERT,2022-01-17,10,10.98,0.0,E,Fair,81.0,66.0,61.0,3.0,0.0,29.84,0.0,62.77777777777778,54.44444444444444
703,703,6592,NDIR-SERT,2022-01-17,11,9.16,0.0,ESE,Fair,84.0,64.0,51.0,3.0,0.0,29.84,0.0,64.44444444444444,53.333333333333336
704,704,6600,NDIR-SERT,2022-01-17,12,16.34,0.0,SSE,Fair,86.0,64.0,48.0,5.0,0.0,29.81,0.0,65.55555555555556,53.333333333333336
705,705,6610,NDIR-SERT,2022-01-17,13,18.47,0.0,SSE,Fair,88.0,61.0,40.0,5.0,0.0,29.75,0.0,66.66666666666667,51.666666666666664
706,706,6619,NDIR-SERT,2022-01-17,14,24.09,0.0,SW,Fair,90.0,61.0,38.0,6.0,0.0,29.73,0.0,67.77777777777777,51.666666666666664
707,707,6627,NDIR-SERT,2022-01-17,15,27.25,0.0,SW,Fair,90.0,61.0,38.0,6.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
708,708,6637,NDIR-SERT,2022-01-17,16,20.37,0.0,S,Fair,90.0,61.0,38.0,5.0,0.0,29.7,0.0,67.77777777777777,51.666666666666664
709,709,6645,NDIR-SERT,2022-01-17,17,21.21,0.0,SSW,Fair,88.0,61.0,40.0,3.0,0.0,29.7,0.0,66.66666666666667,51.666666666666664
710,710,6655,NDIR-SERT,2022-01-17,18,28.03,0.0,VAR,Fair,86.0,64.0,48.0,1.0,0.0,29.7,0.0,65.55555555555556,53.333333333333336
711,711,6664,NDIR-SERT,2022-01-17,19,15.46,0.0,VAR,Fair,81.0,64.0,58.0,1.0,0.0,29.73,0.0,62.77777777777778,53.333333333333336
712,712,6672,NDIR-SERT,2022-01-17,20,9.37,0.0,NW,Fair,79.0,66.0,65.0,1.0,0.0,29.75,0.0,61.666666666666664,54.44444444444444
721,721,6762,NDIR-SERT,2022-01-18,6,6.2,0.0,NW,Fair,70.0,70.0,100.0,6.0,0.0,29.75,0.0,56.666666666666664,56.666666666666664
722,722,6771,NDIR-SERT,2022-01-18,7,5.56,0.0,VAR,Fair,72.0,70.0,94.0,1.0,0.0,29.78,0.0,57.77777777777778,56.666666666666664
723,723,6780,NDIR-SERT,2022-01-18,8,5.63,0.0,VAR,Fair,73.0,70.0,88.0,2.0,0.0,29.81,0.0,58.333333333333336,56.666666666666664
724,724,6790,NDIR-SERT,2022-01-18,9,8.71,0.0,VAR,Fair,79.0,68.0,69.0,1.0,0.0,29.84,0.0,61.666666666666664,55.55555555555556
725,725,6799,NDIR-SERT,2022-01-18,10,9.95,0.03,S,Fair,82.0,66.0,58.0,5.0,0.0,29.84,0.0,63.333333333333336,54.44444444444444
726,726,6808,NDIR-SERT,2022-01-18,11,12.65,0.0,SSE,Fair,84.0,66.0,55.0,6.0,0.0,29.81,0.0,64.44444444444444,54.44444444444444
727,727,6816,NDIR-SERT,2022-01-18,12,13.14,0.0,SW,Fair,84.0,64.0,51.0,6.0,0.0,29.78,0.0,64.44444444444444,53.333333333333336
728,728,6825,NDIR-SERT,2022-01-18,13,11.85,0.0,SW,Fair,86.0,66.0,51.0,6.0,0.0,29.78,0.0,65.55555555555556,54.44444444444444
729,729,6834,NDIR-SERT,2022-01-18,14,14.56,0.0,SW,Fair,88.0,64.0,46.0,6.0,0.0,29.73,0.0,66.66666666666667,53.333333333333336
730,730,6844,NDIR-SERT,2022-01-18,15,20.89,0.0,S,Fair,88.0,64.0,46.0,5.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
731,731,6852,NDIR-SERT,2022-01-18,16,25.28,0.0,SW,Fair,88.0,64.0,46.0,3.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
732,732,6862,NDIR-SERT,2022-01-18,17,24.83,0.0,VAR,Fair,88.0,64.0,46.0,2.0,0.0,29.7,0.0,66.66666666666667,53.333333333333336
733,733,6873,NDIR-SERT,2022-01-18,18,21.43,0.0,ENE,Fair,82.0,66.0,58.0,2.0,0.0,29.7,0.0,63.333333333333336,54.44444444444444
734,734,6879,NDIR-SERT,2022-01-18,19,16.66,0.0,VAR,Fair,79.0,68.0,69.0,1.0,0.0,29.7,0.0,61.666666666666664,55.55555555555556
735,735,6888,NDIR-SERT,2022-01-18,20,9.11,0.0,VAR,Fair,77.0,68.0,74.0,2.0,0.0,29.73,0.0,60.55555555555556,55.55555555555556
744,744,6979,NDIR-SERT,2022-01-19,6,5.88,0.0,VAR,Fair,66.0,64.0,94.0,1.0,0.0,29.75,0.0,54.44444444444444,53.333333333333336
745,745,6988,NDIR-SERT,2022-01-19,7,5.42,0.0,VAR,Fair,72.0,61.0,69.0,1.0,0.0,29.75,0.0,57.77777777777778,51.666666666666664
746,746,6999,NDIR-SERT,2022-01-19,8,4.38,0.0,VAR,Fair,75.0,61.0,61.0,2.0,0.0,29.78,0.0,59.44444444444444,51.666666666666664
747,747,7006,NDIR-SERT,2022-01-19,9,11.53,0.0,SE,Fair,75.0,63.0,65.0,5.0,0.0,29.81,0.0,59.44444444444444,52.77777777777778
748,748,7015,NDIR-SERT,2022-01-19,10,10.95,0.02,SSE,Fair,79.0,63.0,57.0,3.0,0.0,29.81,0.0,61.666666666666664,52.77777777777778
749,749,7024,NDIR-SERT,2022-01-19,11,7.99,0.04,VAR,Fair,81.0,63.0,54.0,6.0,0.0,29.81,0.0,62.77777777777778,52.77777777777778
750,750,7032,NDIR-SERT,2022-01-19,12,8.18,0.05,W,Fair,82.0,63.0,51.0,6.0,0.0,29.78,0.0,63.333333333333336,52.77777777777778
751,751,7042,NDIR-SERT,2022-01-19,13,5.26,0.06,W,Fair,84.0,63.0,48.0,5.0,0.0,29.73,0.0,64.44444444444444,52.77777777777778
752,752,7051,NDIR-SERT,2022-01-19,14,8.82,0.01,VAR,Fair,86.0,64.0,48.0,3.0,0.0,29.7,0.0,65.55555555555556,53.333333333333336
753,753,7060,NDIR-SERT,2022-01-19,15,15.55,0.0,W,Fair,86.0,63.0,45.0,6.0,0.0,29.67,0.0,65.55555555555556,52.77777777777778
754,754,7069,NDIR-SERT,2022-01-19,16,21.54,0.0,W,Fair,86.0,63.0,45.0,5.0,0.0,29.64,0.0,65.55555555555556,52.77777777777778
755,755,7080,NDIR-SERT,2022-01-19,17,22.26,0.0,SW,Fair,86.0,63.0,45.0,3.0,0.0,29.64,0.0,65.55555555555556,52.77777777777778
756,756,7087,NDIR-SERT,2022-01-19,18,12.53,0.0,SSE,Fair,81.0,63.0,54.0,2.0,0.0,29.64,0.0,62.77777777777778,52.77777777777778
757,757,7096,NDIR-SERT,2022-01-20,11,12.12,0.0,WNW,Fair,82.0,61.0,48.0,5.0,0.0,29.75,0.0,63.333333333333336,51.666666666666664
758,758,7105,NDIR-SERT,2022-01-20,12,15.59,0.0,VAR,Fair,84.0,63.0,48.0,3.0,0.0,29.73,0.0,64.44444444444444,52.77777777777778
759,759,7113,NDIR-SERT,2022-01-20,13,16.24,0.0,VAR,Fair,84.0,64.0,51.0,3.0,0.0,29.7,0.0,64.44444444444444,53.333333333333336
760,760,7123,NDIR-SERT,2022-01-20,14,19.03,0.0,SSW,Fair,86.0,64.0,48.0,7.0,0.0,29.67,0.0,65.55555555555556,53.333333333333336
761,761,7132,NDIR-SERT,2022-01-24,8,3.24,0.0,VAR,Fair,68.0,63.0,83.0,1.0,0.0,29.73,0.0,55.55555555555556,52.77777777777778
762,762,7147,NDIR-SERT,2022-01-24,9,7.01,0.06,E,Fair,73.0,63.0,69.0,3.0,0.0,29.75,0.0,58.333333333333336,52.77777777777778
763,763,7157,NDIR-SERT,2022-01-24,10,5.5,0.09,S,Fair,79.0,64.0,61.0,3.0,0.0,29.75,0.0,61.666666666666664,53.333333333333336
771,771,7230,NDIR-SERT,2022-01-25,6,6.54,0.0,N,Fair,70.0,63.0,78.0,2.0,0.0,29.7,0.0,56.666666666666664,52.77777777777778
772,772,7240,NDIR-SERT,2022-01-25,8,4.9,0.0,VAR,Fair,73.0,64.0,73.0,1.0,0.0,29.73,0.0,58.333333333333336,53.333333333333336
773,773,7248,NDIR-SERT,2022-01-25,9,4.47,0.11,VAR,Fair,77.0,64.0,65.0,2.0,0.0,29.75,0.0,60.55555555555556,53.333333333333336
774,774,7258,NDIR-SERT,2022-01-25,10,13.17,0.0,E,Fair,79.0,63.0,57.0,3.0,0.0,29.75,0.0,61.666666666666664,52.77777777777778
775,775,7266,NDIR-SERT,2022-01-25,11,11.06,0.0,VAR,Fair,84.0,63.0,48.0,2.0,0.0,29.75,0.0,64.44444444444444,52.77777777777778
776,776,7285,NDIR-SERT,2022-01-25,16,14.98,0.0,SSW,Fair,90.0,57.0,33.0,5.0,0.0,29.61,0.0,67.77777777777777,49.44444444444444
777,777,7294,NDIR-SERT,2022-01-25,17,32.64,0.0,SE,Fair,90.0,59.0,36.0,5.0,0.0,29.61,0.0,67.77777777777777,50.55555555555556
778,778,7303,NDIR-SERT,2022-01-25,18,19.38,0.0,SE,Fair,84.0,61.0,45.0,2.0,0.0,29.61,0.0,64.44444444444444,51.666666666666664
779,779,7311,NDIR-SERT,2022-01-25,19,17.48,0.0,CALM,Fair,79.0,64.0,61.0,0.0,0.0,29.61,0.0,61.666666666666664,53.333333333333336
780,780,7320,NDIR-SERT,2022-01-25,20,10.92,0.0,VAR,Fair,77.0,63.0,61.0,1.0,0.0,29.64,0.0,60.55555555555556,52.77777777777778
789,789,7410,NDIR-SERT,2022-01-26,6,5.4,0.0,NE,Fair,66.0,63.0,88.0,2.0,0.0,29.67,0.0,54.44444444444444,52.77777777777778
790,790,7420,NDIR-SERT,2022-01-26,7,4.79,0.0,VAR,Fair,68.0,63.0,83.0,2.0,0.0,29.7,0.0,55.55555555555556,52.77777777777778
791,791,7428,NDIR-SERT,2022-01-26,8,4.23,0.03,VAR,Fair,73.0,63.0,69.0,2.0,0.0,29.73,0.0,58.333333333333336,52.77777777777778
792,792,7438,NDIR-SERT,2022-01-26,9,6.46,0.11,N,Fair,77.0,63.0,61.0,3.0,0.0,29.75,0.0,60.55555555555556,52.77777777777778
793,793,7451,NDIR-SERT,2022-01-26,10,11.95,0.0,VAR,Fair,81.0,63.0,54.0,2.0,0.0,29.75,0.0,62.77777777777778,52.77777777777778
794,794,7456,NDIR-SERT,2022-01-26,11,9.76,0.0,VAR,Fair,86.0,59.0,40.0,2.0,0.0,29.75,0.0,65.55555555555556,50.55555555555556
795,795,7464,NDIR-SERT,2022-01-26,12,10.39,0.0,VAR,Fair,90.0,59.0,36.0,2.0,0.0,29.73,0.0,67.77777777777777,50.55555555555556
796,796,7474,NDIR-SERT,2022-01-26,13,9.95,0.0,VAR,Fair,91.0,59.0,34.0,3.0,0.0,29.67,0.0,68.33333333333333,50.55555555555556
797,797,7483,NDIR-SERT,2022-01-26,14,25.93,0.0,VAR,Fair,91.0,59.0,34.0,3.0,0.0,29.67,0.0,68.33333333333333,50.55555555555556
798,798,7492,NDIR-SERT,2022-01-26,15,31.72,0.0,S,Fair,93.0,54.0,26.0,6.0,0.0,29.64,0.0,69.44444444444444,47.77777777777778
799,799,7501,NDIR-SERT,2022-01-26,16,33.17,0.0,SSE,Fair,91.0,54.0,28.0,6.0,0.0,29.61,0.0,68.33333333333333,47.77777777777778
800,800,7510,NDIR-SERT,2022-01-26,17,31.68,0.0,ESE,Fair,90.0,55.0,31.0,5.0,0.0,29.61,0.0,67.77777777777777,48.333333333333336
801,801,7518,NDIR-SERT,2022-01-26,18,16.42,0.0,N,Fair,88.0,57.0,35.0,1.0,0.0,29.61,0.0,66.66666666666667,49.44444444444444
802,802,7528,NDIR-SERT,2022-01-26,19,14.19,0.0,CALM,Fair,81.0,61.0,51.0,0.0,0.0,29.64,0.0,62.77777777777778,51.666666666666664
803,803,7536,NDIR-SERT,2022-01-26,20,11.23,0.0,NW,Fair,79.0,59.0,51.0,2.0,0.0,29.64,0.0,61.666666666666664,50.55555555555556
812,812,7626,NDIR-SERT,2022-01-27,6,5.22,0.0,NNW,Fair,70.0,61.0,73.0,1.0,0.0,29.67,0.0,56.666666666666664,51.666666666666664
813,813,7635,NDIR-SERT,2022-01-27,7,5.1,0.0,E,Fair,68.0,63.0,83.0,1.0,0.0,29.7,0.0,55.55555555555556,52.77777777777778
814,814,7644,NDIR-SERT,2022-01-27,8,5.0,0.0,VAR,Fair,72.0,64.0,78.0,1.0,0.0,29.73,0.0,57.77777777777778,53.333333333333336
