,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in)
661,661,6196,NDIR-SERT,2022-01-15,15,0.02,4.6,SSW,Fair,90,59,36,6,0,29.70,0.0
662,662,6205,NDIR-SERT,2022-01-15,16,1.65,0.88,SSW,Fair,88,59,38,6,0,29.67,0.0
663,663,6214,NDIR-SERT,2022-01-15,17,6.72,0.0,WSW,Fair,88,61,40,6,0,29.70,0.0
664,664,6225,NDIR-SERT,2022-01-15,18,11.05,0.0,W,Fair,86,63,45,3,0,29.70,0.0
665,665,6231,NDIR-SERT,2022-01-15,19,12.82,0.0,CALM,Fair,79,64,61,0,0,29.70,0.0
666,666,6241,NDIR-SERT,2022-01-15,20,10.78,0.0,CALM,Fair,77,64,65,0,0,29.73,0.0
667,667,6249,NDIR-SERT,2022-01-15,21,8.02,0.0,,,,,,,,,
668,668,6259,NDIR-SERT,2022-01-15,22,7.31,0.0,,,,,,,,,
669,669,6269,NDIR-SERT,2022-01-15,23,7.41,0.0,,,,,,,,,
670,670,6286,NDIR-SERT,2022-01-16,1,6.64,0.0,,,,,,,,,
671,671,6295,NDIR-SERT,2022-01-16,2,6.42,0.0,,,,,,,,,
672,672,6303,NDIR-SERT,2022-01-16,3,6.11,0.0,,,,,,,,,
673,673,6312,NDIR-SERT,2022-01-16,4,5.93,0.0,,,,,,,,,
674,674,6321,NDIR-SERT,2022-01-16,5,6.2,0.0,,,,,,,,,
675,675,6330,NDIR-SERT,2022-01-16,6,5.94,0.0,N,Fair,68,64,88,1,0,29.75,0.0
676,676,6339,NDIR-SERT,2022-01-16,7,4.84,0.0,VAR,Shallow Fog,68,66,94,1,0,29.78,0.0
677,677,6349,NDIR-SERT,2022-01-16,8,3.35,0.0,VAR,Fair,72,68,88,1,0,29.81,0.0
678,678,6358,NDIR-SERT,2022-01-16,9,1.21,1.11,VAR,Fair,77,66,69,1,0,29.84,0.0
679,679,6366,NDIR-SERT,2022-01-16,10,0.01,6.47,VAR,Fair,81,66,61,3,0,29.84,0.0
680,680,6376,NDIR-SERT,2022-01-16,11,0.0,11.19,SSE,Fair,84,64,51,7,0,29.81,0.0
681,681,6385,NDIR-SERT,2022-01-16,12,0.0,9.75,S,Fair,86,64,48,7,0,29.78,0.0
682,682,6394,NDIR-SERT,2022-01-16,13,0.0,10.33,S,Fair,88,63,43,6,0,29.75,0.0
683,683,6403,NDIR-SERT,2022-01-16,14,0.0,8.22,SSE,Fair,90,59,36,8,0,29.73,0.0
684,684,6411,NDIR-SERT,2022-01-16,15,0.06,4.2,S,Fair,90,61,38,5,0,29.70,0.0
685,685,6420,NDIR-SERT,2022-01-16,16,1.36,0.92,SSW,Fair,90,61,38,5,0,29.70,0.0
686,686,6429,NDIR-SERT,2022-01-16,17,5.58,0.03,S,Fair,88,61,40,5,0,29.70,0.0
687,687,6441,NDIR-SERT,2022-01-16,18,10.48,0.0,VAR,Fair,84,64,51,1,0,29.70,0.0
688,688,6448,NDIR-SERT,2022-01-16,19,11.04,0.0,WNW,Fair,79,64,61,2,0,29.73,0.0
689,689,6457,NDIR-SERT,2022-01-16,20,9.77,0.0,VAR,Fair,77,66,69,1,0,29.73,0.0
690,690,6465,NDIR-SERT,2022-01-16,21,7.93,0.0,,,,,,,,,
691,691,6475,NDIR-SERT,2022-01-16,22,7.13,0.0,,,,,,,,,
692,692,6487,NDIR-SERT,2022-01-16,23,7.1,0.0,,,,,,,,,
693,693,6502,NDIR-SERT,2022-01-17,1,6.81,0.0,,,,,,,,,
694,694,6510,NDIR-SERT,2022-01-17,2,6.72,0.0,,,,,,,,,
695,695,6521,NDIR-SERT,2022-01-17,3,6.51,0.0,,,,,,,,,
696,696,6528,NDIR-SERT,2022-01-17,4,6.44,0.0,,,,,,,,,
697,697,6538,NDIR-SERT,2022-01-17,5,6.16,0.0,,,,,,,,,
698,698,6547,NDIR-SERT,2022-01-17,6,6.03,0.0,CALM,Fair,68,64,88,0,0,29.78,0.0
699,699,6555,NDIR-SERT,2022-01-17,7,5.64,0.0,NNW,Mist,70,66,88,1,0,29.78,0.0
700,700,6564,NDIR-SERT,2022-01-17,8,4.69,0.0,VAR,Fair,72,66,83,1,0,29.81,0.0
701,701,6573,NDIR-SERT,2022-01-17,9,6.56,0.0,VAR,Fair,75,66,73,2,0,29.84,0.0
702,702,6582,NDIR-SERT,2022-01-17,10,10.98,0.0,E,Fair,81,66,61,3,0,29.84,0.0
703,703,6592,NDIR-SERT,2022-01-17,11,9.16,0.0,ESE,Fair,84,64,51,3,0,29.84,0.0
704,704,6600,NDIR-SERT,2022-01-17,12,16.34,0.0,SSE,Fair,86,64,48,5,0,29.81,0.0
705,705,6610,NDIR-SERT,2022-01-17,13,18.47,0.0,SSE,Fair,88,61,40,5,0,29.75,0.0
706,706,6619,NDIR-SERT,2022-01-17,14,24.09,0.0,SW,Fair,90,61,38,6,0,29.73,0.0
707,707,6627,NDIR-SERT,2022-01-17,15,27.25,0.0,SW,Fair,90,61,38,6,0,29.70,0.0
708,708,6637,NDIR-SERT,2022-01-17,16,20.37,0.0,S,Fair,90,61,38,5,0,29.70,0.0
709,709,6645,NDIR-SERT,2022-01-17,17,21.21,0.0,SSW,Fair,88,61,40,3,0,29.70,0.0
710,710,6655,NDIR-SERT,2022-01-17,18,28.03,0.0,VAR,Fair,86,64,48,1,0,29.70,0.0
711,711,6664,NDIR-SERT,2022-01-17,19,15.46,0.0,VAR,Fair,81,64,58,1,0,29.73,0.0
712,712,6672,NDIR-SERT,2022-01-17,20,9.37,0.0,NW,Fair,79,66,65,1,0,29.75,0.0
713,713,6681,NDIR-SERT,2022-01-17,21,8.03,0.0,,,,,,,,,
714,714,6690,NDIR-SERT,2022-01-17,22,7.46,0.0,,,,,,,,,
715,715,6704,NDIR-SERT,2022-01-17,23,7.33,0.0,,,,,,,,,
716,716,6717,NDIR-SERT,2022-01-18,1,6.96,0.0,,,,,,,,,
717,717,6727,NDIR-SERT,2022-01-18,2,6.83,0.0,,,,,,,,,
718,718,6735,NDIR-SERT,2022-01-18,3,6.99,0.0,,,,,,,,,
719,719,6744,NDIR-SERT,2022-01-18,4,6.69,0.0,,,,,,,,,
720,720,6754,NDIR-SERT,2022-01-18,5,6.7,0.0,,,,,,,,,
721,721,6762,NDIR-SERT,2022-01-18,6,6.2,0.0,NW,Fair,70,70,100,6,0,29.75,0.0
722,722,6771,NDIR-SERT,2022-01-18,7,5.56,0.0,VAR,Fair,72,70,94,1,0,29.78,0.0
723,723,6780,NDIR-SERT,2022-01-18,8,5.63,0.0,VAR,Fair,73,70,88,2,0,29.81,0.0
724,724,6790,NDIR-SERT,2022-01-18,9,8.71,0.0,VAR,Fair,79,68,69,1,0,29.84,0.0
725,725,6799,NDIR-SERT,2022-01-18,10,9.95,0.03,S,Fair,82,66,58,5,0,29.84,0.0
726,726,6808,NDIR-SERT,2022-01-18,11,12.65,0.0,SSE,Fair,84,66,55,6,0,29.81,0.0
727,727,6816,NDIR-SERT,2022-01-18,12,13.14,0.0,SW,Fair,84,64,51,6,0,29.78,0.0
728,728,6825,NDIR-SERT,2022-01-18,13,11.85,0.0,SW,Fair,86,66,51,6,0,29.78,0.0
729,729,6834,NDIR-SERT,2022-01-18,14,14.56,0.0,SW,Fair,88,64,46,6,0,29.73,0.0
730,730,6844,NDIR-SERT,2022-01-18,15,20.89,0.0,S,Fair,88,64,46,5,0,29.70,0.0
731,731,6852,NDIR-SERT,2022-01-18,16,25.28,0.0,SW,Fair,88,64,46,3,0,29.70,0.0
732,732,6862,NDIR-SERT,2022-01-18,17,24.83,0.0,VAR,Fair,88,64,46,2,0,29.70,0.0
733,733,6873,NDIR-SERT,2022-01-18,18,21.43,0.0,ENE,Fair,82,66,58,2,0,29.70,0.0
734,734,6879,NDIR-SERT,2022-01-18,19,16.66,0.0,VAR,Fair,79,68,69,1,0,29.70,0.0
735,735,6888,NDIR-SERT,2022-01-18,20,9.11,0.0,VAR,Fair,77,68,74,2,0,29.73,0.0
736,736,6898,NDIR-SERT,2022-01-18,21,7.46,0.0,,,,,,,,,
737,737,6906,NDIR-SERT,2022-01-18,22,7.03,0.0,,,,,,,,,
738,738,6917,NDIR-SERT,2022-01-18,23,7.32,0.0,,,,,,,,,
739,739,6934,NDIR-SERT,2022-01-19,1,7.08,0.0,,,,,,,,,
740,740,6943,NDIR-SERT,2022-01-19,2,6.88,0.0,,,,,,,,,
741,741,6951,NDIR-SERT,2022-01-19,3,6.57,0.0,,,,,,,,,
742,742,6961,NDIR-SERT,2022-01-19,4,6.19,0.0,,,,,,,,,
743,743,6970,NDIR-SERT,2022-01-19,5,6.29,0.0,,,,,,,,,
744,744,6979,NDIR-SERT,2022-01-19,6,5.88,0.0,VAR,Fair,66,64,94,1,0,29.75,0.0
745,745,6988,NDIR-SERT,2022-01-19,7,5.42,0.0,VAR,Fair,72,61,69,1,0,29.75,0.0
746,746,6999,NDIR-SERT,2022-01-19,8,4.38,0.0,VAR,Fair,75,61,61,2,0,29.78,0.0
747,747,7006,NDIR-SERT,2022-01-19,9,11.53,0.0,SE,Fair,75,63,65,5,0,29.81,0.0
748,748,7015,NDIR-SERT,2022-01-19,10,10.95,0.02,SSE,Fair,79,63,57,3,0,29.81,0.0
749,749,7024,NDIR-SERT,2022-01-19,11,7.99,0.04,VAR,Fair,81,63,54,6,0,29.81,0.0
750,750,7032,NDIR-SERT,2022-01-19,12,8.18,0.05,W,Fair,82,63,51,6,0,29.78,0.0
751,751,7042,NDIR-SERT,2022-01-19,13,5.26,0.06,W,Fair,84,63,48,5,0,29.73,0.0
752,752,7051,NDIR-SERT,2022-01-19,14,8.82,0.01,VAR,Fair,86,64,48,3,0,29.70,0.0
753,753,7060,NDIR-SERT,2022-01-19,15,15.55,0.0,W,Fair,86,63,45,6,0,29.67,0.0
754,754,7069,NDIR-SERT,2022-01-19,16,21.54,0.0,W,Fair,86,63,45,5,0,29.64,0.0
755,755,7080,NDIR-SERT,2022-01-19,17,22.26,0.0,SW,Fair,86,63,45,3,0,29.64,0.0
756,756,7087,NDIR-SERT,2022-01-19,18,12.53,0.0,SSE,Fair,81,63,54,2,0,29.64,0.0
757,757,7096,NDIR-SERT,2022-01-20,11,12.12,0.0,WNW,Fair,82,61,48,5,0,29.75,0.0
758,758,7105,NDIR-SERT,2022-01-20,12,15.59,0.0,VAR,Fair,84,63,48,3,0,29.73,0.0
759,759,7113,NDIR-SERT,2022-01-20,13,16.24,0.0,VAR,Fair,84,64,51,3,0,29.70,0.0
760,760,7123,NDIR-SERT,2022-01-20,14,19.03,0.0,SSW,Fair,86,64,48,7,0,29.67,0.0
761,761,7132,NDIR-SERT,2022-01-24,8,3.24,0.0,VAR,Fair,68,63,83,1,0,29.73,0.0
762,762,7147,NDIR-SERT,2022-01-24,9,7.01,0.06,E,Fair,73,63,69,3,0,29.75,0.0
763,763,7157,NDIR-SERT,2022-01-24,10,5.5,0.09,S,Fair,79,64,61,3,0,29.75,0.0
764,764,7159,NDIR-SERT,2022-01-24,22,2.66,0.0,,,,,,,,,
765,765,7168,NDIR-SERT,2022-01-24,23,8.34,0.0,,,,,,,,,
766,766,7186,NDIR-SERT,2022-01-25,1,7.66,0.0,,,,,,,,,
767,767,7194,NDIR-SERT,2022-01-25,2,7.21,0.0,,,,,,,,,
768,768,7204,NDIR-SERT,2022-01-25,3,7.01,0.0,,,,,,,,,
769,769,7212,NDIR-SERT,2022-01-25,4,7.0,0.0,,,,,,,,,
770,770,7222,NDIR-SERT,2022-01-25,5,6.65,0.0,,,,,,,,,
771,771,7230,NDIR-SERT,2022-01-25,6,6.54,0.0,N,Fair,70,63,78,2,0,29.70,0.0
772,772,7240,NDIR-SERT,2022-01-25,8,4.9,0.0,VAR,Fair,73,64,73,1,0,29.73,0.0
773,773,7248,NDIR-SERT,2022-01-25,9,4.47,0.11,VAR,Fair,77,64,65,2,0,29.75,0.0
774,774,7258,NDIR-SERT,2022-01-25,10,13.17,0.0,E,Fair,79,63,57,3,0,29.75,0.0
775,775,7266,NDIR-SERT,2022-01-25,11,11.06,0.0,VAR,Fair,84,63,48,2,0,29.75,0.0
776,776,7285,NDIR-SERT,2022-01-25,16,14.98,0.0,SSW,Fair,90,57,33,5,0,29.61,0.0
777,777,7294,NDIR-SERT,2022-01-25,17,32.64,0.0,SE,Fair,90,59,36,5,0,29.61,0.0
778,778,7303,NDIR-SERT,2022-01-25,18,19.38,0.0,SE,Fair,84,61,45,2,0,29.61,0.0
779,779,7311,NDIR-SERT,2022-01-25,19,17.48,0.0,CALM,Fair,79,64,61,0,0,29.61,0.0
780,780,7320,NDIR-SERT,2022-01-25,20,10.92,0.0,VAR,Fair,77,63,61,1,0,29.64,0.0
781,781,7330,NDIR-SERT,2022-01-25,21,7.58,0.0,,,,,,,,,
782,782,7338,NDIR-SERT,2022-01-25,22,7.4,0.0,,,,,,,,,
783,783,7348,NDIR-SERT,2022-01-25,23,6.32,0.0,,,,,,,,,
784,784,7366,NDIR-SERT,2022-01-26,1,5.93,0.0,,,,,,,,,
785,785,7375,NDIR-SERT,2022-01-26,2,5.88,0.0,,,,,,,,,
786,786,7383,NDIR-SERT,2022-01-26,3,5.88,0.0,,,,,,,,,
787,787,7392,NDIR-SERT,2022-01-26,4,5.59,0.0,,,,,,,,,
788,788,7401,NDIR-SERT,2022-01-26,5,5.6,0.0,,,,,,,,,
789,789,7410,NDIR-SERT,2022-01-26,6,5.4,0.0,NE,Fair,66,63,88,2,0,29.67,0.0
790,790,7420,NDIR-SERT,2022-01-26,7,4.79,0.0,VAR,Fair,68,63,83,2,0,29.70,0.0
791,791,7428,NDIR-SERT,2022-01-26,8,4.23,0.03,VAR,Fair,73,63,69,2,0,29.73,0.0
792,792,7438,NDIR-SERT,2022-01-26,9,6.46,0.11,N,Fair,77,63,61,3,0,29.75,0.0
793,793,7451,NDIR-SERT,2022-01-26,10,11.95,0.0,VAR,Fair,81,63,54,2,0,29.75,0.0
794,794,7456,NDIR-SERT,2022-01-26,11,9.76,0.0,VAR,Fair,86,59,40,2,0,29.75,0.0
795,795,7464,NDIR-SERT,2022-01-26,12,10.39,0.0,VAR,Fair,90,59,36,2,0,29.73,0.0
796,796,7474,NDIR-SERT,2022-01-26,13,9.95,0.0,VAR,Fair,91,59,34,3,0,29.67,0.0
797,797,7483,NDIR-SERT,2022-01-26,14,25.93,0.0,VAR,Fair,91,59,34,3,0,29.67,0.0
798,798,7492,NDIR-SERT,2022-01-26,15,31.72,0.0,S,Fair,93,54,26,6,0,29.64,0.0
799,799,7501,NDIR-SERT,2022-01-26,16,33.17,0.0,SSE,Fair,91,54,28,6,0,29.61,0.0
800,800,7510,NDIR-SERT,2022-01-26,17,31.68,0.0,ESE,Fair,90,55,31,5,0,29.61,0.0
801,801,7518,NDIR-SERT,2022-01-26,18,16.42,0.0,N,Fair,88,57,35,1,0,29.61,0.0
802,802,7528,NDIR-SERT,2022-01-26,19,14.19,0.0,CALM,Fair,81,61,51,0,0,29.64,0.0
803,803,7536,NDIR-SERT,2022-01-26,20,11.23,0.0,NW,Fair,79,59,51,2,0,29.64,0.0
804,804,7546,NDIR-SERT,2022-01-26,21,9.27,0.0,,,,,,,,,
805,805,7555,NDIR-SERT,2022-01-26,22,9.21,0.0,,,,,,,,,
806,806,7563,NDIR-SERT,2022-01-26,23,8.18,0.0,,,,,,,,,
807,807,7582,NDIR-SERT,2022-01-27,1,7.42,0.0,,,,,,,,,
808,808,7590,NDIR-SERT,2022-01-27,2,7.01,0.0,,,,,,,,,
809,809,7599,NDIR-SERT,2022-01-27,3,6.64,0.0,,,,,,,,,
810,810,7609,NDIR-SERT,2022-01-27,4,5.9,0.0,,,,,,,,,
811,811,7619,NDIR-SERT,2022-01-27,5,5.75,0.0,,,,,,,,,
812,812,7626,NDIR-SERT,2022-01-27,6,5.22,0.0,NNW,Fair,70,61,73,1,0,29.67,0.0
813,813,7635,NDIR-SERT,2022-01-27,7,5.1,0.0,E,Fair,68,63,83,1,0,29.70,0.0
814,814,7644,NDIR-SERT,2022-01-27,8,5.0,0.0,VAR,Fair,72,64,78,1,0,29.73,0.0
815,815,7654,NDIR-SERT,2022-01-27,9,5.5,0.01,VAR,Fair,77,63,61,1,0,29.73,0.0
816,816,7663,NDIR-SERT,2022-01-27,10,15.71,0.0,ESE,Fair,81,61,51,3,0,29.75,0.0
817,817,7671,NDIR-SERT,2022-01-27,11,20.68,0.0,VAR,Fair,86,59,40,2,0,29.75,0.0
818,818,7681,NDIR-SERT,2022-01-27,12,13.56,0.0,VAR,Fair,88,57,35,2,0,29.73,0.0
819,819,7690,NDIR-SERT,2022-01-27,13,11.71,0.01,W,Fair,91,59,34,5,0,29.70,0.0
820,820,7698,NDIR-SERT,2022-01-27,14,20.62,0.0,VAR,Fair,91,61,36,2,0,29.64,0.0
821,821,7707,NDIR-SERT,2022-01-27,15,28.32,0.0,ESE,Fair,91,59,34,3,0,29.64,0.0
822,822,7717,NDIR-SERT,2022-01-27,16,34.85,0.0,SE,Fair,91,63,38,3,0,29.61,0.0
823,823,7725,NDIR-SERT,2022-01-27,17,32.71,0.0,VAR,Fair,91,61,36,2,0,29.61,0.0
824,824,7735,NDIR-SERT,2022-01-27,18,21.34,0.0,VAR,Fair,86,63,45,1,0,29.64,0.0
825,825,7744,NDIR-SERT,2022-01-27,19,17.36,0.0,WNW,Fair,82,64,54,2,0,29.64,0.0
826,826,7752,NDIR-SERT,2022-01-27,20,10.19,0.0,VAR,Fair,79,66,65,1,0,29.67,0.0
827,827,7761,NDIR-SERT,2022-01-27,21,8.87,0.0,,,,,,,,,
828,828,7771,NDIR-SERT,2022-01-27,22,8.33,0.0,,,,,,,,,
829,829,7779,NDIR-SERT,2022-01-28,5,1.05,0.0,,,,,,,,,
830,830,7788,NDIR-SERT,2022-01-28,6,5.5,0.0,CALM,Fair,70,64,83,0,0,29.67,0.0
831,831,7798,NDIR-SERT,2022-01-28,7,5.0,0.0,VAR,Fair,70,64,83,2,0,29.70,0.0
832,832,7806,NDIR-SERT,2022-01-28,8,4.85,0.0,SSE,Fair,72,66,83,2,0,29.73,0.0
833,833,7815,NDIR-SERT,2022-01-28,9,4.11,0.0,VAR,Fair,77,66,69,1,0,29.75,0.0
834,834,7824,NDIR-SERT,2022-01-28,10,9.43,0.03,VAR,Fair,82,63,51,2,0,29.75,0.0
835,835,7833,NDIR-SERT,2022-01-28,11,5.77,0.37,VAR,Fair,86,59,40,2,0,29.75,0.0
836,836,7842,NDIR-SERT,2022-01-28,12,8.54,0.17,VAR,Fair,90,61,38,3,0,29.73,0.0
837,837,7852,NDIR-SERT,2022-01-28,13,8.94,0.0,W,Fair,90,61,38,7,0,29.67,0.0
838,838,7861,NDIR-SERT,2022-01-28,14,12.29,0.0,W,Fair,91,61,36,7,0,29.64,0.0
839,839,7870,NDIR-SERT,2022-01-28,15,14.87,0.0,W,Fair,91,59,34,5,0,29.61,0.0
840,840,7878,NDIR-SERT,2022-01-28,16,21.45,0.0,VAR,Fair,91,59,34,2,0,29.61,0.0
841,841,7888,NDIR-SERT,2022-01-28,17,31.53,0.0,S,Fair,91,59,34,3,0,29.61,0.0
842,842,7900,NDIR-SERT,2022-01-28,18,17.68,0.0,ESE,Fair,86,64,48,2,0,29.61,0.0
843,843,7906,NDIR-SERT,2022-01-28,19,12.5,0.0,SE,Fair,82,66,58,1,0,29.64,0.0
844,844,7914,NDIR-SERT,2022-01-28,20,10.9,0.0,S,Fair,79,68,69,1,0,29.64,0.0
845,845,7924,NDIR-SERT,2022-01-28,21,7.91,0.0,,,,,,,,,
846,846,7932,NDIR-SERT,2022-01-29,8,4.74,0.0,CALM,Fair,72,66,83,0,0,29.70,0.0
847,847,7941,NDIR-SERT,2022-01-29,9,1.17,0.63,CALM,Fair,79,66,65,0,0,29.73,0.0
848,848,7951,NDIR-SERT,2022-01-29,10,0.0,5.03,ESE,Fair,82,61,48,3,0,29.75,0.0
849,849,7960,NDIR-SERT,2022-01-29,11,0.0,7.77,VAR,Fair,86,61,43,3,0,29.73,0.0
850,850,7969,NDIR-SERT,2022-01-29,12,0.0,9.77,VAR,Fair,88,59,38,3,0,29.70,0.0
851,851,7977,NDIR-SERT,2022-01-29,13,0.0,10.37,VAR,Fair,90,59,36,5,0,29.64,0.0
852,852,7989,NDIR-SERT,2022-01-29,14,0.0,8.42,WNW,Fair,91,57,31,9,0,29.61,0.0
853,853,7997,NDIR-SERT,2022-01-29,15,0.0,7.7,WNW,Fair,91,59,34,6,0,29.58,0.0
854,854,8004,NDIR-SERT,2022-01-29,16,0.99,3.06,W,Fair,91,59,34,6,0,29.55,0.0
855,855,8014,NDIR-SERT,2022-01-29,17,4.78,0.09,SSW,Fair,91,59,34,3,0,29.55,0.0
856,856,8024,NDIR-SERT,2022-01-29,18,11.09,0.0,SE,Fair,86,63,45,2,0,29.55,0.0
857,857,8031,NDIR-SERT,2022-01-29,19,13.38,0.0,E,Fair,82,66,58,1,0,29.58,0.0
858,858,8043,NDIR-SERT,2022-01-29,20,14.07,0.0,WNW,Fair,81,66,61,2,0,29.61,0.0
859,859,8049,NDIR-SERT,2022-01-29,21,11.95,0.0,,,,,,,,,
860,860,8059,NDIR-SERT,2022-01-29,22,10.19,0.0,,,,,,,,,
861,861,8071,NDIR-SERT,2022-01-29,23,10.0,0.0,,,,,,,,,
862,862,8089,NDIR-SERT,2022-01-30,1,7.05,0.0,,,,,,,,,
863,863,8096,NDIR-SERT,2022-01-30,2,7.09,0.0,,,,,,,,,
864,864,8103,NDIR-SERT,2022-01-30,3,6.6,0.0,,,,,,,,,
865,865,8116,NDIR-SERT,2022-01-30,4,6.43,0.0,,,,,,,,,
866,866,8123,NDIR-SERT,2022-01-30,5,6.07,0.0,,,,,,,,,
867,867,8130,NDIR-SERT,2022-01-30,6,11.04,0.0,ENE,Fair,68,66,94,1,0,29.61,0.0
868,868,8139,NDIR-SERT,2022-01-30,7,5.26,0.0,ESE,Fair,68,64,88,2,0,29.64,0.0
869,869,8149,NDIR-SERT,2022-01-30,8,3.53,0.07,E,Fair,72,68,88,1,0,29.67,0.0
870,870,8158,NDIR-SERT,2022-01-30,9,0.14,2.77,SE,Fair,77,66,69,6,0,29.70,0.0
871,871,8167,NDIR-SERT,2022-01-30,10,0.0,8.73,S,Fair,82,63,51,5,0,29.70,0.0
872,872,8177,NDIR-SERT,2022-01-30,11,0.0,13.04,S,Fair,84,63,48,5,0,29.70,0.0
873,873,8188,NDIR-SERT,2022-01-30,12,0.0,12.61,S,Fair,86,59,40,6,0,29.67,0.0
874,874,8195,NDIR-SERT,2022-01-30,13,0.0,11.63,S,Fair,88,59,38,7,0,29.64,0.0
875,875,8204,NDIR-SERT,2022-01-30,14,2.91,1.35,SSW,Fair,90,57,33,7,0,29.61,0.0
876,876,8211,NDIR-SERT,2022-01-30,15,5.77,0.06,SSE,Fair,90,59,36,6,0,29.55,0.0
877,877,8221,NDIR-SERT,2022-01-30,16,10.86,0.0,SSE,Fair,91,55,29,5,0,29.55,0.0
878,878,8229,NDIR-SERT,2022-01-30,17,8.91,0.0,SE,Fair,91,52,26,5,0,29.55,0.0
879,879,8240,NDIR-SERT,2022-01-30,18,8.61,0.0,SE,Fair,88,57,35,2,0,29.55,0.0
880,880,8247,NDIR-SERT,2022-01-30,19,10.89,0.0,WNW,Fair,81,61,51,2,0,29.58,0.0
881,881,8256,NDIR-SERT,2022-01-30,20,9.57,0.0,CALM,Fair,79,63,57,0,0,29.58,0.0
882,882,8267,NDIR-SERT,2022-01-30,21,8.16,0.0,,,,,,,,,
883,883,8277,NDIR-SERT,2022-01-30,22,7.56,0.0,,,,,,,,,
884,884,8291,NDIR-SERT,2022-01-30,23,7.37,0.0,,,,,,,,,
885,885,8302,NDIR-SERT,2022-01-31,1,8.03,0.0,,,,,,,,,
886,886,8311,NDIR-SERT,2022-01-31,2,7.9,0.0,,,,,,,,,
887,887,8320,NDIR-SERT,2022-01-31,3,6.44,0.0,,,,,,,,,
888,888,8328,NDIR-SERT,2022-01-31,4,5.78,0.0,,,,,,,,,
889,889,8337,NDIR-SERT,2022-01-31,5,5.56,0.0,,,,,,,,,
890,890,8347,NDIR-SERT,2022-01-31,6,5.54,0.0,ENE,Fair,64,61,88,3,0,29.61,0.0
891,891,8360,NDIR-SERT,2022-01-31,7,5.25,0.0,VAR,Fair,64,61,88,1,0,29.64,0.0
892,892,8365,NDIR-SERT,2022-01-31,8,5.62,0.0,VAR,Fair,70,63,78,1,0,29.67,0.0
893,893,8373,NDIR-SERT,2022-01-31,9,2.44,0.11,VAR,Fair,79,61,54,1,0,29.70,0.0
894,894,8383,NDIR-SERT,2022-01-31,10,13.02,0.0,VAR,Fair,82,55,39,2,0,29.70,0.0
895,895,8391,NDIR-SERT,2022-01-31,11,7.99,0.01,VAR,Fair,86,52,31,5,0,29.70,0.0
896,896,8400,NDIR-SERT,2022-01-31,12,7.44,0.0,VAR,Fair,88,55,33,3,0,29.67,0.0
897,897,8409,NDIR-SERT,2022-01-31,13,24.45,0.0,VAR,Fair,88,59,38,5,0,29.67,0.0
898,898,8420,NDIR-SERT,2022-01-31,14,21.72,0.0,SSE,Fair,90,61,38,7,0,29.61,0.0
899,899,8427,NDIR-SERT,2022-01-31,15,31.94,0.0,SSW,Fair,90,61,38,7,0,29.58,0.0
900,900,8436,NDIR-SERT,2022-01-31,16,27.85,0.0,SSE,Fair,90,55,31,7,0,29.58,0.0
901,901,8448,NDIR-SERT,2022-01-31,17,31.2,0.0,S,Fair,90,52,27,6,0,29.58,0.0
902,902,8456,NDIR-SERT,2022-01-31,18,25.15,0.0,SSE,Fair,86,57,37,3,0,29.58,0.0
903,903,8463,NDIR-SERT,2022-01-31,19,17.05,0.0,E,Fair,79,59,51,1,0,29.61,0.0
904,904,8473,NDIR-SERT,2022-01-31,20,11.56,0.0,CALM,Fair,75,59,57,0,0,29.61,0.0
905,905,8483,NDIR-SERT,2022-01-31,21,8.67,0.0,,,,,,,,,
906,906,8490,NDIR-SERT,2022-01-31,22,6.49,0.0,,,,,,,,,
907,907,8500,NDIR-SERT,2022-01-31,23,6.14,0.0,,,,,,,,,
908,908,8520,NDIR-SERT,2022-02-01,1,6.39,0.0,,,,,,,,,
909,909,8527,NDIR-SERT,2022-02-01,2,6.18,0.0,,,,,,,,,
910,910,8536,NDIR-SERT,2022-02-01,3,5.64,0.0,,,,,,,,,
911,911,8544,NDIR-SERT,2022-02-01,4,5.78,0.0,,,,,,,,,
912,912,8553,NDIR-SERT,2022-02-01,5,5.63,0.0,,,,,,,,,
913,913,8562,NDIR-SERT,2022-02-01,6,5.57,0.0,VAR,Fair,64,61,88,1,0,29.64,0.0
914,914,8571,NDIR-SERT,2022-02-01,7,13.33,0.0,,,,,,,,,
915,915,8581,NDIR-SERT,2022-02-01,8,4.51,0.0,,,,,,,,,
916,916,8590,NDIR-SERT,2022-02-01,9,8.29,0.0,,,,,,,,,
917,917,8602,NDIR-SERT,2022-02-01,10,26.54,0.0,S,Mostly Cloudy,81,73,79,8,0,29.73,0.0
918,918,8608,NDIR-SERT,2022-02-01,11,26.85,0.0,S,Mostly Cloudy,82,72,70,8,0,29.73,0.0
919,919,8619,NDIR-SERT,2022-02-01,12,30.09,0.0,S,Mostly Cloudy,86,72,62,6,0,29.70,0.0
920,920,8627,NDIR-SERT,2022-02-01,13,24.76,0.0,VAR,Mostly Cloudy,86,70,58,5,0,29.67,0.0
921,921,8638,NDIR-SERT,2022-02-01,14,28.63,0.0,SSE,Fair,88,68,52,6,0,29.64,0.0
